ORIGINAL,uri
"Milio, Nancy.",/agents/people/16980
"Millard, Dorothy McCorkell.",/agents/people/16981
"Millard, Frank A.",/agents/people/16982
"Miller, Art.",/agents/people/16983
"Miller, Arthur.",/agents/people/16984
"Miller, Frank White.",/agents/people/16985
"Miller, Frederick L.",/agents/people/16986
"Miller, George.",/agents/people/16987
"Miller, James Grier.",/agents/people/16988
"Miller, Norman F.",/agents/people/16989
"Miller, Richard P.",/agents/people/16990
"Milliken, Helen (Helen Wallbank)",/agents/people/16991
"Milliken, Helen W. (Helen Wallbank)",/agents/people/16992
"Milliken, John.",/agents/people/16993
"Millin, Leslie.",/agents/people/16994
"Mills, Harriet C.",/agents/people/16995
"Mills, Julia H.",/agents/people/16996
"Minard, Fred E.",/agents/people/16997
"Minkoff, Lynn.",/agents/people/16998
Minor J. Coon.,/agents/people/16999
"Minor, Donald Ellis.",/agents/people/17000
"Minton, Sherman.",/agents/people/17001
"Miriani, Louis C.",/agents/people/17002
"Mitchell, Robert.",/agents/people/17003
"Mitchner, Charles H.",/agents/people/17004
"Mizner, Henry R.",/agents/people/17005
"Moessner, Victoria Joan.",/agents/people/17006
"Mohr, Carl Frank.",/agents/people/17007
"Molesworth, Jack E.",/agents/people/17008
"Moncrieff, Frederick E.",/agents/people/17009
"Montague, Gilbert H.",/agents/people/17010
"Monteith, Alexander.",/agents/people/17011
"Monteith, Charles.",/agents/people/17012
"Monteith, Edward H.",/agents/people/17013
"Monteith, Edwin Harris.",/agents/people/17014
"Monteith, Sarah S.",/agents/people/17015
"Montgomery, Andrew.",/agents/people/17016
"Montgomery, Jeffrey.",/agents/people/17017
"Montgomery, Lawrence K.",/agents/people/17018
"Montrose, Joseph.",/agents/people/17019
"Monts, Lester Parker.",/agents/people/17020
"Moody, Arthur B.",/agents/people/17021
"Moody, Charles D.",/agents/people/17022
"Moody, Christella D. Journey through South Africa. 1991.",/agents/people/17023
"Moody, Christella D. Personal journey through South Africa. 1991.",/agents/people/17024
"Moon, Charles H.",/agents/people/17025
"Moore, B. T.",/agents/people/17026
"Moore, Beverly.",/agents/people/17027
"Moore, James W.",/agents/people/17028
"Moore, Samuel.",/agents/people/17029
"Moore, Walden.",/agents/people/17030
"Morgan, Charles.",/agents/people/17031
"Morgan, Edmund Sears.",/agents/people/17032
"Morgan, Elisha.",/agents/people/17033
"Morgan, Gilbert.",/agents/people/17034
"Morgan, James N.",/agents/people/17035
"Morgan, James.",/agents/people/17036
"Morgan, Lucy Stow.",/agents/people/17037
"Morgan, Polly Babcock.",/agents/people/17038
"Morgan, Robert O.",/agents/people/17039
"Morgan, Sam.",/agents/people/17040
"Morganroth, Mayer. ",/agents/people/17041
"Morley, George W.",/agents/people/17042
"Morris, Matilda.",/agents/people/17043
"Morris, Robert.",/agents/people/17044
"Morris, Sam.",/agents/people/17045
"Morrissey, Lewis A.",/agents/people/17046
"Morrow, James H.",/agents/people/17047
"Morse, Dan F.",/agents/people/17048
"Mott, Ellen.",/agents/people/17049
"Mount, Julia Lunt.",/agents/people/17050
"Mouron, Gérard A.",/agents/people/17051
"Mowbray, Carol T.",/agents/people/17052
"Moyers, Bill D.",/agents/people/17053
"Muehlig, Bertha E.",/agents/people/17054
"Muehlig, Fay.",/agents/people/17055
"Muehlig, Robert.",/agents/people/17056
"Muffett, James S.",/agents/people/17057
"Muffly, Gary",/agents/people/17058
"Mukle, Muy.",/agents/people/17059
"Muldoon, William.",/agents/people/17060
"Mulhern, Daniel Granholm.",/agents/people/17061
"Mullens, W. H.",/agents/people/17062
"Muller, E. B.",/agents/people/17063
"Muller, Robert H.",/agents/people/17064
"Muller, William.",/agents/people/17065
"Muncy, Levi.",/agents/people/17066
"Muncy, Lydia B. (Lydia Baird)",/agents/people/17067
"Munger, Octavia.",/agents/people/17068
"Munn, John.",/agents/people/17069
"Munson, Gregory W.",/agents/people/17070
"Murphy, Barbara.",/agents/people/17071
"Murphy, M. J.",/agents/people/17072
"Murphy, Marguerite.",/agents/people/17073
"Murphy, Sharon Ann.",/agents/people/17074
"Murphy, William F.",/agents/people/17075
"Murray, James E.",/agents/people/17076
"Murray, William Hansen.",/agents/people/17077
"Murrg, F. M.",/agents/people/17078
"Murrow, Edward R.",/agents/people/17079
"Muschenheim, William.",/agents/people/17080
"Muse, Clarence.",/agents/people/17081
"Musser, Benjamin Francis.",/agents/people/17082
"Musser, Dan.",/agents/people/17083
"Myles, Cleo.",/agents/people/17084
"Nader, Ralph.",/agents/people/17085
"Nagal, A.",/agents/people/17086
"Navin, Thomas J.",/agents/people/17087
"Neal, Homer A.",/agents/people/17088
"Neiberg, Vicki.",/agents/people/17089
"Nelson, J. Raleigh (Joseph Raleigh)",/agents/people/17090
"Nelson, Wallace F.",/agents/people/17091
"Nelson, Walter Morrow.",/agents/people/17092
"Ness, Nina L.",/agents/people/17093
"Netzorg, Katherine S.",/agents/people/17094
"Netzorg, Morton Isadore.",/agents/people/17095
"Netzorg, Morton J.",/agents/people/17096
"Netzorg, Petra Fuld.",/agents/people/17097
"Neubecker, Janice.",/agents/people/17098
"Neubecker, Michael.",/agents/people/17099
"Neumeier, Matthew",/agents/people/17100
"Newberry, Robert E.",/agents/people/17101
"Newcombe, John.",/agents/people/17102
"Newell, Barbara W.",/agents/people/17103
"Newkirk, Birkett.",/agents/people/17104
"Newman, George S.",/agents/people/17105
"Newman, Pauline.",/agents/people/17106
"Nichols, Joseph.",/agents/people/17107
"Nicholson, Patrick.",/agents/people/17108
"Nicholson, Walter G.",/agents/people/17109
"Nicke, Herbert Henry.",/agents/people/17110
"Nickerson, Mark.",/agents/people/17111
"Nicoll, Virginia White.",/agents/people/17112
"Nicoloff, George.",/agents/people/17113
"Nielsen, Bent.",/agents/people/17114
"Nielson, Axel.",/agents/people/17115
"Niezychowski, Alfred von.",/agents/people/17116
"Noble, John F.",/agents/people/17117
"Nordby, Virginia.",/agents/people/17118
"Norman, Jessye.",/agents/people/17119
"Norman, Martha Prescod.",/agents/people/17120
"Norris, Abbott.",/agents/people/17121
"Norris, Harold.",/agents/people/17122
"North, Oliver.",/agents/people/17123
"Norwood, Rose.",/agents/people/17124
"Nowack, Edward A.",/agents/people/17125
"Nowell, Charles E.",/agents/people/17126
"Nowland, Chester.",/agents/people/17127
"Noyes, James.",/agents/people/17128
"Nu, U.",/agents/people/17129
"Nussbaum, Karen.",/agents/people/17130
"Nye, Kathryn C.",/agents/people/17131
"O'Brien, Eleanor Lawton.",/agents/people/17132
"O'Brien, Gerald.",/agents/people/17133
"O'Brien, James F.",/agents/people/17134
"O'Brien, John H.",/agents/people/17135
"O'Brien, John J.",/agents/people/17136
"O'Brien, Lawrence Francis.",/agents/people/17137
"O'Brien, Michael.",/agents/people/17138
"O'Dell, Frederick C. (Frederick Charles)",/agents/people/17139
"O'Donohue, Clayton.",/agents/people/17140
"O'Farrell, Brigid.",/agents/people/17141
"O'Hair, Madalyn Murray.",/agents/people/17142
"O'Hara, Elmer B.",/agents/people/17143
"O'Hara, James G.",/agents/people/17144
"O'Malley, Patrick J.",/agents/people/17145
"O'Neal, Joe.",/agents/people/17146
"O'Neill, Tip.",/agents/people/17147
"O'Rourke, Maureen.",/agents/people/17148
"O'Shaughnessy, John.",/agents/people/17149
"O'Sullivan, James.",/agents/people/17150
"O’Neal, Joe",/agents/people/17151
"Ocker, Phyllis.",/agents/people/17152
"Oddie, James.",/agents/people/17153
"Odegaard, Charles E.",/agents/people/17154
"Odgers, Susan.",/agents/people/17155
"Odjard, Otto Arthur.",/agents/people/17156
"Ogatis, C.",/agents/people/17157
"Oglesby, Beth.",/agents/people/17158
"Olds, Schuyler Seager.",/agents/people/17159
"Olencki, Edward V.",/agents/people/17160
"Oliver, William H.",/agents/people/17161
"Olmsted, Martha Louise Kinsey",/agents/people/17162
"Olson, Carl G.",/agents/people/17163
"Olson, Charles.",/agents/people/17164
"Olson, Gary M.",/agents/people/17165
"Olson, Norman.",/agents/people/17166
"Ono, Yeijiro.",/agents/people/17167
"Oosterbaan, Delmas.",/agents/people/17168
"Organski, A.F.K.",/agents/people/17169
"Orlebeke, Charles J.",/agents/people/17170
"Osborn, Curtis.",/agents/people/17171
"Osborn, George A.",/agents/people/17172
"Osborne, Norman V.",/agents/people/17173
"Osler, David W.",/agents/people/17174
"Ostafin, Peter A.",/agents/people/17175
"Ostrand, Lillian G.",/agents/people/17176
"Ott, Harvey N.",/agents/people/17177
"Ouradnik, Francis W.",/agents/people/17178
"Overholt, Gerald.",/agents/people/17179
"Ovshinsky, Harvey.",/agents/people/17180
"Ovshinsky, Stanford R.",/agents/people/17181
"Owen, Gary M.",/agents/people/17182
"Owen, George W.",/agents/people/17183
"Owen, R. Dwight.",/agents/people/17184
"Owens, Clara.",/agents/people/17185
"Owens, Henry J.",/agents/people/17186
"Owens, John",/agents/people/17187
"Owens, John P.",/agents/people/17188
"Pacosz, Christina V.",/agents/people/17189
"Paddock, Alfred J.",/agents/people/17190
"Page, Douglas H.",/agents/people/17191
"Page, Lawrence Sherman.",/agents/people/17192
"Pahl, Marvin F.",/agents/people/17193
"Palmer, Calvin A.",/agents/people/17194
"Palmer, Emmett Newton.",/agents/people/17195
"Palmer, Fidelia Randall.",/agents/people/17196
"Palmer, Fidelia.",/agents/people/17197
"Palmer, Fred E.",/agents/people/17198
"Palmer, George E.",/agents/people/17199
"Palmer, John S.",/agents/people/17200
"Palmer, Louisa Fidelia.",/agents/people/17201
"Palmer, William B.",/agents/people/17202
"Paras-Perez, Rodolfo.",/agents/people/17203
"Parker, Blanche.",/agents/people/17204
"Parker, Edward Foster.",/agents/people/17205
"Parker, G.",/agents/people/17206
"Parker, Lucy.",/agents/people/17207
"Parkhurst, Stephen.",/agents/people/17208
"Parr, Clayton.",/agents/people/17209
"Parran, Thomas.",/agents/people/17210
"Parrish, Silver.",/agents/people/17211
"Parsons, Harriet G.",/agents/people/17212
"Parsons, Jeffrey R.",/agents/people/17213
"Parsons, Mary Hrones.",/agents/people/17214
"Parsons, Philo.",/agents/people/17215
"Paschen, F.",/agents/people/17216
"Paton, Alan.",/agents/people/17217
"Patrick, Lawrence C.",/agents/people/17218
"Patrick, William.",/agents/people/17219
"Patt, Dorothy Wiard.",/agents/people/17220
"Pattengill, Craig L.",/agents/people/17221
"Patterson, L. Brooks.",/agents/people/17222
"Patterson, Merib Rowley.",/agents/people/17223
"Patterson, Minnie Ward.",/agents/people/17224
"Patterson, Willis C.",/agents/people/17225
"Paul, Ray.",/agents/people/17226
"Paustian, Bonita.",/agents/people/17227
"Pavey, Ernest W.",/agents/people/17228
"Payne, Elizabeth Clark.",/agents/people/17229
"Peabody, Charles.",/agents/people/17230
"Peabody, Thomas A.",/agents/people/17231
"Pealer, Russell R.",/agents/people/17232
"Pearce, Myrtis Raab.",/agents/people/17233
"Pearl, Edward E.",/agents/people/17234
"Pearson, Karl G.",/agents/people/17235
"Pearson, Lester B.",/agents/people/17236
"Peck, Fannie.",/agents/people/17237
"Peck, William H.",/agents/people/17238
"Peet, Max Minor.",/agents/people/17239
"Peirsol, Thomas Reardon.",/agents/people/17240
"Penn, Sylvia.",/agents/people/17241
"Penna, D. S. Ferreira.",/agents/people/17242
"Pennington, Fred A.",/agents/people/17243
"Pennington, Jasper Green.",/agents/people/17244
"Penrod, John.",/agents/people/17245
"Pepin, George E.",/agents/people/17246
"Perazza, Julio.",/agents/people/17247
"Perez-Banuet, Alicia.",/agents/people/17248
"Perigo, Donald J.",/agents/people/17249
"Perino, Gregory.",/agents/people/17250
"Perkins, Jonathon Ellsworth.",/agents/people/17251
"Perkins, Myra.",/agents/people/17252
"Perrone, Dominic Joseph.",/agents/people/17253
"Perry, Emily S.",/agents/people/17254
"Perry, Hicken.",/agents/people/17255
Peter Sparling.,/agents/people/17256
"Peters, Alice E. H.",/agents/people/17257
"Petersen, Donald E.",/agents/people/17258
"Peterson, John A.",/agents/people/17259
"Pêtrequin, Odette.",/agents/people/17260
"Pettibone, Samuel.",/agents/people/17261
"Phelan, Bessie.",/agents/people/17262
"Phelps, Dudley Maynard.",/agents/people/17263
"Phillips, Harriett",/agents/people/17264
"Phillips, Michael G.",/agents/people/17265
"Phillips, Paul.",/agents/people/17266
"Phillips, Sandra E.",/agents/people/17267
"Piconke, Joseph.",/agents/people/17268
"Pierce, William J.",/agents/people/17269
"Piercy, Marge.",/agents/people/17270
"Pierson, Bowen Whiting.",/agents/people/17271
"Pierson, Clara Dillingham.",/agents/people/17272
"Pierson, H. Lynn.",/agents/people/17273
"Pilcher, C. James.",/agents/people/17274
"Pilling, Patricia L.",/agents/people/17275
"Pincus, Celia.",/agents/people/17276
"Pinkney, Edward.",/agents/people/17277
"Pinkus, Hermann.",/agents/people/17278
"Pinkus, Hilde Hensel.",/agents/people/17279
"Pinkus, Walter",/agents/people/17280
"Piper, Horace.",/agents/people/17281
"Piper, William J.",/agents/people/17282
"Pittman, Carter.",/agents/people/17283
"Pittman, James E.",/agents/people/17284
"Plamer, Louisa Fidelia.",/agents/people/17285
"Plamondon, Genie.",/agents/people/17286
"Plamondon, Pun--Trials, litigation, etc.",/agents/people/17287
"Plank, Clarence Abram.",/agents/people/17288
"Plumer, James Marshall.",/agents/people/17289
"Plunckett, Horace.",/agents/people/17290
"Plunkett Green, Harry.",/agents/people/17291
"Poinier, Arthur Best.",/agents/people/17292
"Poling, H. A.",/agents/people/17293
"Polk, Ralph L.",/agents/people/17294
"Polk, Wardell.",/agents/people/17295
"Pollard, William.",/agents/people/17296
"Pomari, M.",/agents/people/17297
"Pomeroy, Austin.",/agents/people/17298
"Pomeroy, Susan Lincoln.",/agents/people/17299
"Pond, Allen Bartlit.",/agents/people/17300
"Poole, S. Alicia.",/agents/people/17301
"Pooley, Beverly J.",/agents/people/17302
"Porter, David R.",/agents/people/17303
"Porter, Kenneth.",/agents/people/17304
"Porter, Russell B.",/agents/people/17305
"Porter, William Earl.",/agents/people/17306
"Porzondek, Anthony B.",/agents/people/17307
"Post, E. M.",/agents/people/17308
"Post, Marjorie Merriweather.",/agents/people/17309
"Potter, John M.",/agents/people/17310
"Potts, Randy.",/agents/people/17311
"Potts, Robert L.",/agents/people/17312
"Powell, John.",/agents/people/17313
"Power, Philip H.",/agents/people/17314
"Power, Sadye.",/agents/people/17315
"Powers, John Ward.",/agents/people/17316
"Powrie, Emerson F.",/agents/people/17317
"Powrie, Gwendolyn Sutton.",/agents/people/17318
"Prahalad, C. K.",/agents/people/17319
"Prashad, Vijay.",/agents/people/17320
"Prato, Gene.",/agents/people/17321
"Pray, Frank F.",/agents/people/17322
"Prejean, Helen.",/agents/people/17323
"Prescott, R. F.",/agents/people/17324
"Pressey, Edward Pearson.",/agents/people/17325
"Pressman, Lee.",/agents/people/17326
"Preston, Harriet N.",/agents/people/17327
"Prewitt, Kenneth.",/agents/people/17328
"Price, Jacob M.",/agents/people/17329
"Price, William George.",/agents/people/17330
"Prichette, Kintzing.",/agents/people/17331
"Priest, J. Percy.",/agents/people/17332
"Proud, Paul.",/agents/people/17333
"Proxmire, William.",/agents/people/17334
"Prussion, Karl.",/agents/people/17335
"Pugh, Mary Jo.",/agents/people/17336
"Punch, Margaret R.",/agents/people/17337
"Puri, J. N.",/agents/people/17338
"Pursell, Carl D.",/agents/people/17339
"Putnam, William.",/agents/people/17340
"Quaal, Ward L.",/agents/people/17341
"Quarry, James J.",/agents/people/17342
"Quarton, Gardner C.",/agents/people/17343
"Quinn, Robert P.",/agents/people/17344
"Raab, Arthur E.",/agents/people/17345
"Raab, Doug.",/agents/people/17346
"Raab, Harriet.",/agents/people/17347
"Raab, Margaret Lincoln.",/agents/people/17348
"Rabe, David.",/agents/people/17349
"Rabinovitz, Sam.",/agents/people/17350
"Rademacher, Paul.",/agents/people/17351
"Rademaker, John.",/agents/people/17352
"Radford, Edwin P.",/agents/people/17353
"Radow, Carl.",/agents/people/17354
"Radzialowski, Thaddeus Casmir.",/agents/people/17355
"Raff, George.",/agents/people/17356
"Rahilly, Joseph B.",/agents/people/17357
"Ramos, Alfredo.",/agents/people/17358
"Ramos, Joóao Farias.",/agents/people/17359
"Rand, Ayn.",/agents/people/17360
"Randall, J. Herman.",/agents/people/17361
"Randall, May Muma.",/agents/people/17362
"Randall, Mercedes.",/agents/people/17363
"Randall, Roswell.",/agents/people/17364
"Randall, Sarah Geddes.",/agents/people/17365
"Randall, William T.",/agents/people/17366
"Ranger, Roy.",/agents/people/17367
"Rannells, B. U.",/agents/people/17368
"Ransom, Eugene A.",/agents/people/17369
"Ransom, James W.",/agents/people/17370
"Rapaport, David.",/agents/people/17371
"Rasch, Charles.",/agents/people/17372
"Rash, Ralph.",/agents/people/17373
"Rasmussen, Martin.",/agents/people/17374
"Rasmussen, Susan.",/agents/people/17375
"Ratcliff, William D.",/agents/people/17376
"Ratigan, William.",/agents/people/17377
"Raulet, Nais.",/agents/people/17378
"Ravitz, Allyn.",/agents/people/17379
"Raymond, J. Everett.",/agents/people/17380
"Raymond, Philip.",/agents/people/17381
"Re, Vittorio.",/agents/people/17382
"Read, Carrie.",/agents/people/17383
"Read, E. Mabel.",/agents/people/17384
"Reagan, Ronald.",/agents/people/17385
"Redman, Edward H.",/agents/people/17386
"Redstone, Louis G.",/agents/people/17387
"Reed, Beth Glover.",/agents/people/17388
"Reed, Stanley F.",/agents/people/17389
"Rees, Paul S. (Paul Stromberg)",/agents/people/17390
"Rees, Seth Cook.",/agents/people/17391
"Reichert, Christine John.",/agents/people/17392
"Reichle, Lewis.",/agents/people/17393
"Reid, Clarence A.",/agents/people/17394
"Reid, Doris.",/agents/people/17395
"Reid, Lloyd B.",/agents/people/17396
"Reilly, Lawrence.",/agents/people/17397
"Reimann, Irving G.",/agents/people/17398
"Reimann, Lewis Charles.",/agents/people/17399
"Reisler, Joseph T.",/agents/people/17400
"Remington, Richard D.",/agents/people/17401
"Remley, Frederick.",/agents/people/17402
"Repucci, Shirine M.",/agents/people/17403
"Reule, Frieda Illi.",/agents/people/17404
"Reunes, Aris.",/agents/people/17405
"Reyes, Linda.",/agents/people/17406
"Reynolds, Barbara.",/agents/people/17407
"Reynolds, Fred.",/agents/people/17408
"Reynolds, Harrison G.",/agents/people/17409
"Rhodes, Frank Harold Trevor.",/agents/people/17410
"Rice, Allen B.",/agents/people/17411
"Richards, Russell.",/agents/people/17412
"Rickover, Hyman George.",/agents/people/17413
"Riegel, John W.",/agents/people/17414
"Riegel, Klaus F.",/agents/people/17415
"Riegel, Ruth.",/agents/people/17416
"Rifkin, Jeremy.",/agents/people/17417
"Riggs, Donald E.",/agents/people/17418
"Riley, Thomas.",/agents/people/17419
"Rindge, Warren.",/agents/people/17420
"Ringo, Ernest Richard.",/agents/people/17421
"Rinsey, Ina Alexander.",/agents/people/17422
"Riordan, C. E.",/agents/people/17423
"Rivera, R.",/agents/people/17424
"Rivers, Lynn N.",/agents/people/17425
"Roberts, Carmen A.",/agents/people/17426
"Roberts, Helen Martindale.",/agents/people/17427
"Roberts, Roy.",/agents/people/17428
"Roberts, Thomas Brockway.",/agents/people/17429
"Robertson, Charles.",/agents/people/17430
"Robertson, Pat.",/agents/people/17431
"Robeson, Kathryn A.",/agents/people/17432
"Robins, F. George.",/agents/people/17433
"Robinson, C. J.",/agents/people/17434
"Robinson, Dolly Lowther.",/agents/people/17435
"Rockefeller, Laurance Spelman.",/agents/people/17436
"Rockey, Keller E.",/agents/people/17437
"Rodgers, Curtis E.",/agents/people/17438
"Rodgers, Patricia.",/agents/people/17439
"Rogers, Lindbergh.",/agents/people/17440
"Rogers, Vivian.",/agents/people/17441
"Roijen, J. H. van (Jan Herman)",/agents/people/17442
"Rolland, Ivan.",/agents/people/17443
"Rominger, Julia.",/agents/people/17444
"Romney, Lenore LaFount.",/agents/people/17445
"Romney, Mitt.",/agents/people/17446
"Röosch, Jean.",/agents/people/17447
"Roosevelt, Amy.",/agents/people/17448
"Roosevelt, Anna Curtenius.",/agents/people/17449
"Roosevelt, G. Hall.",/agents/people/17450
"Roosevelt, Janet.",/agents/people/17451
"Roper, Daniel C.",/agents/people/17452
"Roper, Richard F.",/agents/people/17453
"Ross, Linda.",/agents/people/17454
"Ross, Robert.",/agents/people/17455
"Ross, Solomon David.",/agents/people/17456
"Roth, Fred G.",/agents/people/17457
"Roth, Stephen J.",/agents/people/17458
"Rothman, Ruth Kahn.",/agents/people/17459
"Rouse, Steve.",/agents/people/17460
"Rousselot, John H.",/agents/people/17461
"Rowe, Carrie Jackson.",/agents/people/17462
"Rowe, Grant.",/agents/people/17463
"Rowe, Stuart H.",/agents/people/17464
"Rowry, Ezra.",/agents/people/17465
"Roxas, Manuel.",/agents/people/17466
"Royce, Ceswell.",/agents/people/17467
"Royce, Lewis.",/agents/people/17468
"Rubin, Gayle.",/agents/people/17469
"Rubin, Jerry.",/agents/people/17470
"Rucknagel, Donald L.",/agents/people/17471
"Rugen, Mabel E.",/agents/people/17472
"Rugg, Winnifred King.",/agents/people/17473
"Ruggles, Glenn.",/agents/people/17474
"Ruhl, H. D.",/agents/people/17475
"Ruhman, Jean Hull.",/agents/people/17476
"Rupert, Hoover.",/agents/people/17477
"Ruppe, Philip E.",/agents/people/17478
"Rusch, Wilbert H.",/agents/people/17479
"Rushdie, Salman.",/agents/people/17480
"Rushdie, Salman.Satanic verses.",/agents/people/17481
"Russell, Anton.",/agents/people/17482
"Russell, Carl A.",/agents/people/17483
"Russell, Diarmuid.",/agents/people/17484
"Russell, Dorothy.",/agents/people/17485
"Russell, Joseph A.",/agents/people/17486
"Russell, Kathleen.",/agents/people/17487
"Ruswick, Frank.",/agents/people/17488
"Sacks, Andrew",/agents/people/17489
"Sadr, Mūsá.",/agents/people/17490
"Sadrach, Johnny.",/agents/people/17491
"Sadrack, Johnny.",/agents/people/17492
"Sager, Herb.",/agents/people/17493
"Said, Edward W.",/agents/people/17494
"Saier, Edward Herbert.",/agents/people/17495
"Sakata, Koshiro.",/agents/people/17496
"Salchow, Hugo K.",/agents/people/17497
"Sales, Soupy.",/agents/people/17498
"Salinger, Pierre.",/agents/people/17499
"Sample, S. W.",/agents/people/17500
"Sana, Josephine M.",/agents/people/17501
"Sanderson, Harvey.",/agents/people/17502
"Sandler, Bernice Resnick.",/agents/people/17503
"Sands, Richard H.",/agents/people/17504
"Sano, Joseph K.",/agents/people/17505
"Santos, Beinvenido N.",/agents/people/17506
"Sareini, Suzanne.",/agents/people/17507
"Sargeant, Ellen Maude.",/agents/people/17508
"Sargent, Francis.",/agents/people/17509
"Sarri, Rosemary C.",/agents/people/17510
"Satterthwaite, Joseph C.",/agents/people/17511
"Satterthwaite, Leroy.",/agents/people/17512
"Savery, Asahel.",/agents/people/17513
"Sawyer, Ernie H.",/agents/people/17514
"Sawyer, H. E.",/agents/people/17515
"Sawyer, Jenny Toll.",/agents/people/17516
"Sax, Joseph L.",/agents/people/17517
"Saxton, Frieda.",/agents/people/17518
"Schaadt, Leonard A.",/agents/people/17519
"Schade, Clay Grimshaw.",/agents/people/17520
"Schaeffer, Mary F.",/agents/people/17521
"Schembechler, Bo.",/agents/people/17522
"Schettlerly, Henry R.",/agents/people/17523
"Scheu, Clarence G.",/agents/people/17524
"Schickedanz, Forrest.",/agents/people/17525
"Schim, Stephanie Myers--Leadership experiences of elder community health nurse leaders in Michigan.",/agents/people/17526
"Schipper, Howard D.",/agents/people/17527
"Schlafly, Fred.",/agents/people/17528
"Schlafly, Phyllis.",/agents/people/17529
"Schlanderer, Frances Knapp.",/agents/people/17530
"Schlenker, Martin.",/agents/people/17531
"Schmeling, Evans S.",/agents/people/17532
"Schoenbrun, David.",/agents/people/17533
"Schoening, Robert W.",/agents/people/17534
"Schoolcraft, James L.",/agents/people/17535
"Schoonmaker, Augustus.",/agents/people/17536
"Schorger, William D.",/agents/people/17537
"Schrecker, Ellen.",/agents/people/17538
"Schreiber, Allan.",/agents/people/17539
"Schreiber, Nicholas.",/agents/people/17540
"Schriever, Bernard A.",/agents/people/17541
"Schulberg, Budd.",/agents/people/17542
"Schuler, Hans.",/agents/people/17543
"Schuler, Win.",/agents/people/17544
"Schulz, Charles M.",/agents/people/17545
"Schumacher, Hazen J.",/agents/people/17546
"Schuman, Howard.",/agents/people/17547
"Schwab, Fred E.",/agents/people/17548
"Schwartz-Buys, E.",/agents/people/17549
"Schwartz, Lloyd.",/agents/people/17550
"Schwartz, Sherwood.",/agents/people/17551
"Schwarz, John J. H.",/agents/people/17552
"Schwenk, Thomas L.",/agents/people/17553
"Scott, Fred Newton",/agents/people/17554
"Scott, Georgia Jackson.",/agents/people/17555
"Scott, Jessie.",/agents/people/17556
"Scott, John A.",/agents/people/17557
"Scott, S. Morley.",/agents/people/17558
"Scott, Walter Quincy.",/agents/people/17559
"Scranton, Myron W.",/agents/people/17560
"Searing, Sarah.",/agents/people/17561
"Sears, John.",/agents/people/17562
"Sebastian, James R.",/agents/people/17563
"Sedler, Robert Allen.",/agents/people/17564
"Seeley, Halstead H.",/agents/people/17565
"Seger, Bob.",/agents/people/17566
"Segura, Manuel F.",/agents/people/17567
"Sellars, Helen Maud.",/agents/people/17568
"Serra, Rudy.",/agents/people/17569
"Sewell, John.",/agents/people/17570
"Sexton, Kripp.",/agents/people/17571
"Sexton, Mary.",/agents/people/17572
"Seymour, James.",/agents/people/17573
"Shaeberle, John Martin.",/agents/people/17574
"Shafer, John C.",/agents/people/17575
"Shaffer, Leo D.",/agents/people/17576
"Shafroth, Morrison.",/agents/people/17577
"Shapiro, Rose.",/agents/people/17578
"Shapiro, Samuel.",/agents/people/17579
"Shapiro, Vivian.",/agents/people/17580
"Sharp, Alexander Jefferson.",/agents/people/17581
"Sharpe, Richard Bowdler.",/agents/people/17582
"Shaw, Paula A.",/agents/people/17583
"Sheed, Wilfred.",/agents/people/17584
"Shelly, Edna.",/agents/people/17585
"Shelly, Florence.",/agents/people/17586
"Shelly, Paul.",/agents/people/17587
"Shelly, Will.",/agents/people/17588
"Sheng, Bright.",/agents/people/17589
"Shepherd, Clara Sargent.",/agents/people/17590
"Shepherd, George W.",/agents/people/17591
"Sherlock, Robert Henry.",/agents/people/17592
"Sherwood, Benjamin West.",/agents/people/17593
"Sherzer, Allen F.",/agents/people/17594
"Shetland, Margaret L.",/agents/people/17595
"Shettler, Reuben.",/agents/people/17596
"Shiel, Francis C.",/agents/people/17597
"Shields, Francis J.",/agents/people/17598
"Shirley, Joseph W.",/agents/people/17599
"Shortridge, Kathy.",/agents/people/17600
"Shortt, James.",/agents/people/17601
"Showers, Paul.",/agents/people/17602
"Shrewsbury, Gary.",/agents/people/17603
"Shurly, E. R. P.",/agents/people/17604
"Sibley, James B.",/agents/people/17605
"Sibley, Joseph.",/agents/people/17606
"Sicko, Dan.",/agents/people/17607
"Siegrist, Bob.",/agents/people/17608
"Sifferath, N. L.",/agents/people/17609
"Siglin, Dave.",/agents/people/17610
"Sikkema, Henry.",/agents/people/17611
"Simons, Charles S.",/agents/people/17612
"Sinclair, Daniel.",/agents/people/17613
"Sinclair, Leni.",/agents/people/17614
"Sinclair, Mary P.",/agents/people/17615
"Sinclair, May.",/agents/people/17616
"Sinclair, William.",/agents/people/17617
"Singer, Dorothea Waley.",/agents/people/17618
"Singer, Emily K.--University of Michigan Learning disabilities handbook for students, faculty and administration, 1991.",/agents/people/17619
"Sink, Alva Joanna Gordon.",/agents/people/17620
"Sittler, Edward L.",/agents/people/17621
"Skellenger, Kenneth A.",/agents/people/17622
"Skousen, Cleon.",/agents/people/17623
"Slater, Kenneth.",/agents/people/17624
"Slayton, Helen Elizabeth.",/agents/people/17625
"Slayton, Julia A.",/agents/people/17626
"Slayton, William H.",/agents/people/17627
"Sloan, Herbert.",/agents/people/17628
"Slottow, Timothy P.",/agents/people/17629
