dates	handle	title	authors	publisher	dateAdded	bitCount
2006/04-2015/10	2027.42/88219	The Changing Nature of Research and the Future of the Research University 	Duderstadt, James J. 		2011-12-23T16:34:51Z 	1
2006/04-2015/10	2027.42/88220	The Changing Nature of Research and the Future of the Research University - Glion IV 	Duderstadt, James J. 		2011-12-23T16:34:52Z 	1
2006/04-2015/10	2027.42/88221	The Changing Nature of Research and the Future of the Research University - Powerpoint 	Duderstadt, James J. 		2011-12-23T16:34:53Z 	1
2006/04-2015/10	2027.42/88222	The Changing Nature of Research and the Future of the Research University - Texas 	Duderstadt, James J. 		2011-12-23T16:34:54Z 	1
2006/04-2015/10	2027.42/88223	The Changing nature of the American Research University Ecosystem 	Duderstadt, James J. 		2011-12-23T16:34:55Z 	1
2006/04-2015/10	2027.42/88224	The China Odyssey, A University of Michigan Expedition to China and Tibet 	Duderstadt, James J. ; Duderstadt, Anne M. 		2011-12-23T16:34:58Z 	1
2006/04-2015/10	2027.42/79548	The College of Engineering Status and Future Planning Document Update 	Office of the President, University of Michigan 		2011-02-04T19:05:44Z 	1
2006/04-2015/10	2027.42/79543	The College of Engineering: Status and Future A Presentation for the Executive Officers 	College of Engineering, University of Michigan 		2011-02-04T19:05:22Z 	1
2006/04-2015/10	2027.42/88225	The Committee to Assess the Capacity of The U.S. Engineering Research Enterprise 	Duderstadt, James J. 		2011-12-23T16:34:59Z 	1
2006/04-2015/10	2027.42/79562	The Cost Price, and Value of a College Education 	Office of the President, University of Michigan 		2011-02-04T19:06:43Z 	1
2006/04-2015/10	2027.42/88226	The Costs and Values of a College Education 	Duderstadt, James J. 		2011-12-23T16:35:00Z 	1
2006/04-2015/10	2027.42/79496	The Crisis Facing Engineering Education in Michigan: A Call for Action 	College of Engineering, University of Michigan 		2011-02-04T19:02:04Z 	1
2006/04-2015/10	2027.42/88227	The Crisis in Financing Public Higher Education - and a Possible Solution: A 21st C Learn Grant Act 	Duderstadt, James J. 		2011-12-23T16:35:01Z 	1
2006/04-2015/10	2027.42/88228	The Crisis in Financing Public Higher Education - and a Possible Solution: A 21st C Learn Grant Act 	Duderstadt, James J. 		2011-12-23T16:35:02Z 	1
2006/04-2015/10	2027.42/88230	The Crisis in Financing Public Higher Education - and a Possible Solution: A 21st C Learn Grant Act (2) 	Duderstadt, James J. 		2011-12-23T16:35:05Z 	1
2006/04-2015/10	2027.42/88231	The Development on a Undergraduate Minor Concentration in Nuclear Fission Power Engineering 	Duderstadt, James J. ; Corradini, Michael ; Martin, William R. 		2011-12-23T16:35:06Z 	1
2006/04-2015/10	2027.42/88232	The Duderstadt Decade (Peckham Chapter) 	Duderstadt, James J. 		2011-12-23T16:35:07Z 	1
2006/04-2015/10	2027.42/88233	The Economics of Higher Education 	Duderstadt, James J. 		2011-12-23T16:35:08Z 	1
2006/04-2015/10	2027.42/88234	The Energy Wars: Some Lessons Learned 	Duderstadt, James J. 		2011-12-23T16:35:09Z 	1
2006/04-2015/10	2027.42/88235	The Evolution of Information Technology 	Duderstadt, James J. 		2011-12-23T16:35:11Z 	1
2006/04-2015/10	2027.42/88236	The Evolution of Information Technology 	Duderstadt, James J. 		2011-12-23T16:35:13Z 	1
2006/04-2015/10	2027.42/88237	The Evolution of Information Technology 	Duderstadt, James J. 		2011-12-23T16:35:16Z 	1
2006/04-2015/10	2027.42/79514	The External Environment of the University 	Duderstadt, James J. 		2011-02-04T19:03:19Z 	1
2006/04-2015/10	2027.42/88238	The Federal Science and Technology Budget - Observations on the Impact of Changes in Mission Agency Budgets on Key Fields 	Duderstadt, James J. 		2011-12-23T16:35:17Z 	1
2006/04-2015/10	2027.42/88239	The Federal Science and Technology Budget: An Investments in Our Nation's Future 	Duderstadt, James J. 		2011-12-23T16:35:18Z 	1
2006/04-2015/10	2027.42/88241	The Future - Engineering Education for the 21st Century 	Duderstadt, James J. 		2011-12-23T16:35:21Z 	1
2006/04-2015/10	2027.42/88242	The Future is Not What It Used To Be 	Duderstadt, James J. 		2011-12-23T16:35:22Z 	1
2006/04-2015/10	2027.42/88247	The Future of Higher Education in the Knowledge-Driven, Global Economy of the 21st Century 	Duderstadt, James J. 		2011-12-23T16:35:27Z 	1
2006/04-2015/10	2027.42/88244	The Future of Higher Education in the Knowledge-Driven, Global Economy of the 21st Century (1.2) 	Duderstadt, James J. 		2011-12-23T16:35:24Z 	1
2006/04-2015/10	2027.42/88245	The Future of Higher Education in the Knowledge-Driven, Global Economy of the 21st Century (1.4) 	Duderstadt, James J. 		2011-12-23T16:35:25Z 	1
2006/04-2015/10	2027.42/88243	The Future of Higher Education in the Knowledge-Driven, Global Economy of the 21st Century (2) 	Duderstadt, James J. 		2011-12-23T16:35:23Z 	1
2006/04-2015/10	2027.42/88246	The Future of Higher Education in the Knowledge-Driven, Global Economy of the 21st Century (redline) 	Duderstadt, James J. 		2011-12-23T16:35:26Z 	1
2006/04-2015/10	2027.42/88248	The Future of Higher Education in the United States 	Duderstadt, James J. 		2011-12-23T16:35:28Z 	1
2006/04-2015/10	2027.42/88249	The Future of Higher Education, New Roles for the 21st-Century University 	Duderstadt, James J. 	Issues in Science and Technology Online 	2011-12-23T16:35:29Z 	1
2006/04-2015/10	2027.42/88250	The Future of Nuclear Power 	Duderstadt, James J. 		2011-12-23T16:35:32Z 	1
2006/04-2015/10	2027.42/88252	The Future of the American Research University 	Duderstadt, James J. 		2011-12-23T16:35:34Z 	1
2006/04-2015/10	2027.42/88253	The Future of the American Research University 	Duderstadt, James J. 		2011-12-23T16:35:35Z 	1
2006/04-2015/10	2027.42/88254	The Future of the Public Research University 	Duderstadt, James J. 		2011-12-23T16:35:36Z 	1
2006/04-2015/10	2027.42/88255	The Future of the Public Research University 	Duderstadt, James J. 		2011-12-23T16:35:37Z 	1
2006/04-2015/10	2027.42/88256	The Future of the Research University in the Digital Age 	Duderstadt, James J. 		2011-12-23T16:35:38Z 	1
2006/04-2015/10	2027.42/88258	The Future of the Research University in the Digital Age 	Duderstadt, James J. 		2011-12-23T16:35:40Z 	1
2006/04-2015/10	2027.42/88259	The Future of the Research University in the Digital Age 	Duderstadt, James J. 		2011-12-23T16:35:42Z 	1
2006/04-2015/10	2027.42/88257	The Future of the Research University in the Digital Age (1.0) 	Duderstadt, James J. 		2011-12-23T16:35:39Z 	1
2006/04-2015/10	2027.42/88260	The Future of the University 	Duderstadt, James J. 		2011-12-23T16:35:43Z 	1
2006/04-2015/10	2027.42/88261	The Future of the University in an Age of Knowledge 	Duderstadt, James J. 	The Sloan Consortium 	2011-12-23T16:35:44Z 	1
2006/04-2015/10	2027.42/88263	The Future of the University in an Age of Knowledge 	Duderstadt, James J. 		2011-12-23T16:35:46Z 	1
2006/04-2015/10	2027.42/88264	The Future of the University in an Age of Knowledge 	Duderstadt, James J. 		2011-12-23T16:35:47Z 	1
2006/04-2015/10	2027.42/88265	The Future of the University in an Era of Change 	Duderstadt, James J. 		2011-12-23T16:35:48Z 	1
2006/04-2015/10	2027.42/88266	The Future of the University in an Era of Change (1.7) 	Duderstadt, James J. 		2011-12-23T16:35:49Z 	1
2006/04-2015/10	2027.42/88270	The Future of the University in the Digital Age 	Duderstadt, James J. 		2011-12-23T16:35:54Z 	1
2006/04-2015/10	2027.42/88271	The Future of the University in the Digital Age 	Duderstadt, James J. 		2011-12-23T16:35:55Z 	1
2006/04-2015/10	2027.42/88272	The Future of the University in the Digital Age 	Duderstadt, James J. 		2011-12-23T16:35:56Z 	1
2006/04-2015/10	2027.42/88274	The Future of the University in the Digital Age 	Duderstadt, James J. 		2011-12-23T16:36:01Z 	1
2006/04-2015/10	2027.42/88267	The Future of the University in the Digital Age (1.1) 	Duderstadt, James J. 		2011-12-23T16:35:51Z 	1
2006/04-2015/10	2027.42/88268	The Future of the University in the Digital Age (1.4) 	Duderstadt, James J. 		2011-12-23T16:35:52Z 	1
2006/04-2015/10	2027.42/88269	The Future of the University in the Digital Age (1.5) 	Duderstadt, James J. 		2011-12-23T16:35:53Z 	1
2006/04-2015/10	2027.42/88275	The Future of the University: A Perspective from the Oort Cloud 	Duderstadt, James J. 		2011-12-23T16:36:03Z 	1
2006/04-2015/10	2027.42/88276	The Future of the University: A Perspective from the Oort Cloud 	Duderstadt, James J. 		2011-12-23T16:36:04Z 	1
2006/04-2015/10	2027.42/88278	The Future…The Near Term 	Duderstadt, James J. 		2011-12-23T16:36:07Z 	1
2006/04-2015/10	2027.42/88277	The Future…the Near Term 	Duderstadt, James J. 		2011-12-23T16:36:05Z 	1
2006/04-2015/10	2027.42/88279	The Gateway Campus 	Duderstadt, James J. 		2011-12-23T16:36:08Z 	1
2006/04-2015/10	2027.42/88280	The George H.W. Bush  "Lifetime of Leadership" Awards, Acceptance remarks 	Duderstadt, James J. 		2011-12-23T16:36:09Z 	1
2006/04-2015/10	2027.42/88281	The George H.W. Bush  "Lifetime of Leadership" Awards, Acceptance remarks 	Duderstadt, James J. 		2011-12-23T16:36:10Z 	1
2006/04-2015/10	2027.42/79526	The Government-University Research Partnership Beyond the Endless Frontier 	Office of the President, University of Michigan 		2011-02-04T19:04:11Z 	1
2006/04-2015/10	2027.42/88282	The Great Lakes Region and the Knowledge Economy - A Roadmap to the Future (Fireside Chat) 	Duderstadt, James J. 		2011-12-23T16:36:11Z 	1
2006/04-2015/10	2027.42/88283	The Great Lakes Region and the Knowledge Economy, A Roadmap to the Future (Fed. Reserve Chicago) 	Duderstadt, James J. 		2011-12-23T16:36:13Z 	1
2006/04-2015/10	2027.42/88285	The Human and Intellectual Capital Investments Necessary for a Sustainable Nuclear Energy Future 	Duderstadt, James J. 		2011-12-23T16:36:17Z 	1
2006/04-2015/10	2027.42/88292	The IT Forum: Preparing for the Revolution Redux 	Duderstadt, James J. 		2011-12-23T16:36:29Z 	1
2006/04-2015/10	2027.42/88291	The IT Forum: Preparing for the Revolution Redux (Summary) 	Duderstadt, James J. ; Wulf, William A. ; Zemsky, Robert ; Arrison, Thomas 		2011-12-23T16:36:28Z 	1
2006/04-2015/10	2027.42/88286	The Impact of Information Technology on the Future of the Research University - An Update on a National Academies Study 	Duderstadt, James J. 		2011-12-23T16:36:18Z 	1
2006/04-2015/10	2027.42/115475	The Impact of Technology on Discovery and Learning in Research Universities 	Duderstadt, James J. 		2015-10-20T13:54:18Z 	1
2006/04-2015/10	2027.42/88287	The Importance of Liberal Learning for an Increasingly Technological World 	Duderstadt, James J. 		2011-12-23T16:36:19Z 	1
2006/04-2015/10	2027.42/88288	The Inglis House Estate, at the University of Michigan 	Duderstadt, Anne M. 		2011-12-23T16:36:24Z 	1
2006/04-2015/10	2027.42/88289	The Inglis House Estate, at the University of Michigan 	Duderstadt, Anne M. 		2011-12-23T16:36:25Z 	1
2006/04-2015/10	2027.42/79539	The Integrated Technology Instructional Center 	Office of the President, University of Michigan 		2011-02-04T19:05:05Z 	1
2006/04-2015/10	2027.42/88290	The Interaction between Public and Private Higher Education 	Duderstadt, James J. 		2011-12-23T16:36:26Z 	1
2006/04-2015/10	2027.42/88293	The Keys to Michigan's Future: Learning and Innovation 	Duderstadt, James J. 		2011-12-23T16:36:30Z 	1
2006/04-2015/10	2027.42/88297	The Leadership Imperative 	Duderstadt, James J. 	Association of Governing Boards of Universities and Colleges 	2011-12-23T16:36:36Z 	1
2006/04-2015/10	2027.42/88294	The Leadership Imperative (1) 	Association of Governing Boards of Universities and Colleges 	Association of Governing Boards of Universities and Colleges 	2011-12-23T16:36:31Z 	1
2006/04-2015/10	2027.42/88296	The Leadership Imperative (3) 	Association of Governing Boards of Universities and Colleges 	Association of Governing Boards of Universities and Colleges 	2011-12-23T16:36:34Z 	1
2006/04-2015/10	2027.42/88298	The Leadership Plan 	Duderstadt, James J. 		2011-12-23T16:36:37Z 	1
2006/04-2015/10	2027.42/88299	The Making of the University of Michigan 	Duderstadt, James J. 	Millennium Project 	2011-12-23T16:36:39Z 	1
2006/04-2015/10	2027.42/79519	The Michigan Agenda for Women 	Office of the President, University of Michigan 		2011-02-04T19:03:41Z 	1
2006/04-2015/10	2027.42/88300	The Michigan Knowledge and Learning Network 	Duderstadt, James J. 		2011-12-23T16:36:40Z 	1
2006/04-2015/10	2027.42/79501	The Michigan Mandate A Strategic Linking of Academic Excellence and Social Diversity 	Office of the President, University of Michigan 		2011-02-04T19:02:25Z 	1
2006/04-2015/10	2027.42/88301	The Michigan Mandate, A Seven-Year Progress Report 	Duderstadt, James J. 		2011-12-23T16:36:41Z 	1
2006/04-2015/10	2027.42/79551	The Michigan Mandate: A Four Year Progress Report 	Office of the President, University of Michigan 		2011-02-04T19:05:56Z 	1
2006/04-2015/10	2027.42/79555	The Michigan Mandate: A Seven Year Progress Report, 1987-1994 	Office of the President, University of Michigan 		2011-02-04T19:06:13Z 	1
2006/04-2015/10	2027.42/58612	The Michigan Mandate: A Strategic Linking of Academic Excellence and Social Diversity 	James J. , Duderstadt 	University of Michigan 	2008-05-22T13:50:31Z 	1
2006/04-2015/10	2027.42/79547	The Michigan Mandate: A Strategic Linking of Excellence and Diversity 	Duderstadt, James J. 		2011-02-04T19:05:39Z 	1
2006/04-2015/10	2027.42/79513	The Michigan Mandate: Bridge to Opportunity - Opening of the UM Detroit Admission Office 	Office of the President, University of Michigan 		2011-02-04T19:03:15Z 	1
2006/04-2015/10	2027.42/88302	The Michigan Mandate: Looking Back and Looking Forward 	Duderstadt, James J. 		2011-12-23T16:36:42Z 	1
2006/04-2015/10	2027.42/88303	The Michigan Roadmap Redux - A Call for Leadership 	Duderstadt, James J. 		2011-12-23T16:36:50Z 	1
2006/04-2015/10	2027.42/88304	The Michigan Roadmap Redux, A Call for Leadership 	Duderstadt, James J. 	Millennium Project 	2011-12-23T16:36:53Z 	1
2006/04-2015/10	2027.42/88305	The Michigan Saga 	Duderstadt, James J. 		2011-12-23T16:36:55Z 	1
2006/04-2015/10	2027.42/88307	The Michigan Virtual Automobile College 	Montgomery, Bruce ; Quinn, Timothy ; Duderstadt, James J. 		2011-12-23T16:36:58Z 	1
2006/04-2015/10	2027.42/88308	The Michigan Virtual Automotive College 	Duderstadt, James J. 		2011-12-23T16:36:59Z 	1
2006/04-2015/10	2027.42/88309	The Michigan-Oberlin-Kalamazoo Project, A Partnership between Liberal Arcs Colleges and Research Universities 	Duderstadt, James J. 	COHFE Conference 	2011-12-23T16:37:00Z 	1
2006/04-2015/10	2027.42/88311	The Midwest Region and the Knowledge Economy - A Roadmap to the Future 	Duderstadt, James J. 		2011-12-23T16:37:03Z 	1
2006/04-2015/10	2027.42/88310	The Midwest Region and the Knowledge Economy - A Roadmap to the Future (Midwest Media Project) 	Duderstadt, James J. 		2011-12-23T16:37:01Z 	1
2006/04-2015/10	2027.42/79567	The Millenium Project 	Duderstadt, James J. 		2011-02-04T19:07:04Z 	1
2006/04-2015/10	2027.42/88312	The National Academies' Project on the Impact of Information Technology on the Future of the Research University 	Duderstadt, James J. 		2011-12-23T16:37:04Z 	1
2006/04-2015/10	2027.42/88313	The Navigation of Universities Through a Flat World (EAU trimmed) 	Duderstadt, James J. 	European University Association 	2011-12-23T16:37:05Z 	1
2006/04-2015/10	2027.42/88315	The Navigation of Universities through a Flat World (EAU) 	Duderstadt, James J. 	European University Association 	2011-12-23T16:37:07Z 	1
2006/04-2015/10	2027.42/88314	The Navigation of Universities through a Flat World (Flexner) 	Duderstadt, James J. 		2011-12-23T16:37:06Z 	1
2006/04-2015/10	2027.42/88316	The New Engineering - Challenges for the 21st Century 	Duderstadt, James J. 		2011-12-23T16:37:09Z 	1
2006/04-2015/10	2027.42/88318	The North Woods Master Plan 	Duderstadt, James J. 		2011-12-23T16:37:12Z 	1
2006/04-2015/10	2027.42/88319	The Nuclear Energy Research Advisory Committee (NERAC) of the Dept. of Energy, and the Future of the DOE's Nuclear Energy Research Programs 	Duderstadt, James J. 		2011-12-23T16:37:14Z 	1
2006/04-2015/10	2027.42/88320	The Past 	Duderstadt, James J. 		2011-12-23T16:37:17Z 	1
2006/04-2015/10	2027.42/88321	The Plan Itself 1.1 	Duderstadt, James J. 		2011-12-23T16:37:18Z 	1
2006/04-2015/10	2027.42/88322	The Plug and Play Generation - See How They Learn… 	Duderstadt, James J. 		2011-12-23T16:37:20Z 	1
2006/04-2015/10	2027.42/79568	The Political Correctness Debate: Achieving a Balance Between Academics and Social Responsibility 	Duderstadt, James J. 		2011-02-04T19:07:08Z 	1
2006/04-2015/10	2027.42/88323	The Present - and a bit of "personal" history 	Duderstadt, James J. 		2011-12-23T16:37:24Z 	1
2006/04-2015/10	2027.42/88324	The President's House at the University of Michigan 	Duderstadt, Anne M. 		2011-12-23T16:37:28Z 	1
2006/04-2015/10	2027.42/88325	The President's House at the University of Michigan 	Duderstadt, James J. 		2011-12-23T16:37:30Z 	1
2006/04-2015/10	2027.42/88326	The Privately Financed Public University: A Case Study of the University of Michigan-Ann Arbor 	Murray, Vicki 	Goldwater Institute 	2011-12-23T16:37:32Z 	1
2006/04-2015/10	2027.42/88327	The Remarkable Resiliance of U.S. Colleges and Universities 	Duderstadt, James J. 		2011-12-23T16:37:33Z 	1
2006/04-2015/10	2027.42/88330	The Report of the AGB Task Force on the State of the Presidency in American Higher Education 	Duderstadt, James J. 		2011-12-23T16:37:37Z 	1
2006/04-2015/10	2027.42/88331	The Road Ahead 	Duderstadt, James J. 		2011-12-23T16:37:38Z 	1
2006/04-2015/10	2027.42/79509	The Role of the Research University in Undergraduate Education 	Duderstadt, James J. 		2011-02-04T19:02:58Z 	1
2006/04-2015/10	2027.42/79500	The Role of the University in an Era of Change 	Duderstadt, James J. 		2011-02-04T19:02:22Z 	1
2006/04-2015/10	2027.42/88332	The Spellings Commission 	Duderstadt, James J. 		2011-12-23T16:37:39Z 	1
2006/04-2015/10	2027.42/88333	The Status and Involvement of University Emeritus Presidents in the Life of the University 	Duderstadt, James J. 		2011-12-23T16:37:40Z 	1
2006/04-2015/10	2027.42/77502	The Theory of Neutron Wave Propagation 	Duderstadt, James J. 		2010-07-19T18:50:43Z 	1
2006/04-2015/10	2027.42/88334	The Theory of Neutron Wave Propagation 	Duderstadt, James J. 	Caltech 	2011-12-23T16:37:42Z 	1
2006/04-2015/10	2027.42/88335	The Third Century 	Duderstadt, James J. 		2011-12-23T16:37:44Z 	1
2006/04-2015/10	2027.42/114393	The Third Century: A Roadmap to the University of Michigan's Future 	Duderstadt, James J. 	Millennium Project 	2015-10-15T12:25:31Z 	1
2006/04-2015/10	2027.42/88336	The Thrill of Victory…The Agony of Defeat…And the Gnashing of Teeth…As College Presidents Attempt to Reform Intercollegiate Athletics 	Duderstadt, James J. 		2011-12-23T16:37:45Z 	1
2006/04-2015/10	2027.42/88337	The Top Ten 	Duderstadt, James J. 		2011-12-23T16:37:46Z 	1
2006/04-2015/10	2027.42/88338	The Top Ten Objectives 	Duderstadt, James J. 		2011-12-23T16:37:47Z 	1
2006/04-2015/10	2027.42/57290	The Twenty-first Century University: A Tale of Two Futures 	Duderstadt, James J. 	American Council on Education/Oryx Press 	2007-11-20T22:22:49Z 	1
2006/04-2015/10	2027.42/88341	The UM College of Engineering 	Duderstadt, James J. 		2011-12-23T16:37:53Z 	1
2006/04-2015/10	2027.42/88339	The Ultimate Intelligent Platform: The American Research University 	Duderstadt, James J. 		2011-12-23T16:37:49Z 	1
2006/04-2015/10	2027.42/79493	The University of Michigan 	Office of the President, University of Michigan 		2011-02-04T19:01:52Z 	1
2006/04-2015/10	2027.42/88342	The University of Michigan 	Duderstadt, James J. 		2011-12-23T16:37:55Z 	1
2006/04-2015/10	2027.42/88343	The University of Michigan Media Union Reunion - Dreams of the Past; Challenges of the Present; Opportunities of the Future 	Duderstadt, James J. 		2011-12-23T16:37:56Z 	1
2006/04-2015/10	2027.42/79506	The University of Michigan Media Union: Open to All Those Who Dare to Invent the Future 	Office of the President, University of Michigan 		2011-02-04T19:02:46Z 	1
2006/04-2015/10	2027.42/79553	The University of Michigans Media Union 	Office of the President, University of Michigan 		2011-02-04T19:06:04Z 	1
2006/04-2015/10	2027.42/79540	The University of the 21st Century 	Duderstadt, James J. 		2011-02-04T19:05:09Z 	1
2006/04-2015/10	2027.42/88344	The Use of Undergraduate Minors to Meet National Need in Nuclear Fission Power Engineering 	Duderstadt, James J. 	American Society for Engineering Education 	2011-12-23T16:37:57Z 	1
2006/04-2015/10	2027.42/88347	The View from Year Five 	Duderstadt, James J. 	Greater Kansas City Communicty Foundation 	2011-12-23T16:38:09Z 	1
2006/04-2015/10	2027.42/88345	The View from the Helm, Leading the American University During an Era of Change 	Duderstadt, James J. 	University of Michigan Press 	2011-12-23T16:37:58Z 	1
2006/04-2015/10	2027.42/88346	The View from the Helm, Leading the American University During an Era of Change (Illustrated) 	Duderstadt, James J. 	Millennium Project 	2011-12-23T16:38:05Z 	1
2006/04-2015/10	2027.42/88348	The Visitors 9-95 	Duderstadt, James J. 		2011-12-23T16:38:13Z 	1
2006/04-2015/10	2027.42/88349	The Vital Connection: Reclaiming Great Lakes Economic Leadership in the Bi-National US-Canadian Region 	Austin, John ; Dezenski, Elaine ; Affolter-Caine, Britany 	Metropolitan Policy Program 	2011-12-23T16:38:14Z 	1
2006/04-2015/10	2027.42/88350	The Year Past 	Duderstadt, James J. 		2011-12-23T16:38:15Z 	1
2006/04-2015/10	2027.42/88352	Themes for 175th 	Duderstadt, James J. 		2011-12-23T16:38:18Z 	1
2006/04-2015/10	2027.42/88353	Themes for 1991 	Duderstadt, James J. 		2011-12-23T16:38:20Z 	1
2006/04-2015/10	2027.42/70831	Theory of Self‐Diffusion in Classical Fluids: The Van Hove Self‐Correlation Function G8(r,t)G8(r,t) 	Corngold, Noel ; Akcasu, A. Ziya ; Duderstadt, James J. 	The American Institute of Physics 	2010-05-06T22:46:53Z 	1
2006/04-2015/10	2027.42/70755	Theory of light scattering from dense plasmas 	Duderstadt, James J. ; Linnebur, E. J. 	The American Institute of Physics 	2010-05-06T22:39:42Z 	1
2006/04-2015/10	2027.42/88354	There are powerful forces driving an increasing societal demand for the services of the university… 	Duderstadt, James J. 		2011-12-23T16:38:21Z 	1
2006/04-2015/10	2027.42/114394	Tilting at the Windmills: Policy Battles Won, Lost, or Long Since Forgotten 	Duderstadt, James J. 	Millennium Project 	2015-10-15T12:45:01Z 	1
2006/04-2015/10	2027.42/88355	Time to Get it Right - A Strategy for Higher Education in Kansas City 	Duderstadt, James J. 	Greater Kansas City Community Foundation 	2011-12-23T16:38:22Z 	1
2006/04-2015/10	2027.42/88356	Time to Get it Right: Staying Competitive in the New Economy - The View From Year Five 	Duderstadt, James J. 	Greater Kansas City Community Foundation 	2011-12-23T16:38:27Z 	1
2006/04-2015/10	2027.42/88357	Title List 	Duderstadt, James J. 		2011-12-23T16:38:28Z 	1
2006/04-2015/10	2027.42/88358	To Do-1991 	Duderstadt, James J. 		2011-12-23T16:38:29Z 	1
2006/04-2015/10	2027.42/88359	To: Members of the Original "dream team" for the Media Union 	Duderstadt, James J. 		2011-12-23T16:38:30Z 	1
2006/04-2015/10	2027.42/88360	Top 20 Ranking Undergrad 	Duderstadt, James J. 		2011-12-23T16:38:31Z 	1
2006/04-2015/10	2027.42/79528	Toward an Educational Transformation 	Office of the President, University of Michigan 		2011-02-04T19:04:19Z 	1
2006/04-2015/10	2027.42/88361	Toward an Educational Transformation 	Duderstadt, James J. 	Office of the President 	2011-12-23T16:38:32Z 	1
2006/04-2015/10	2027.42/88363	Transformation Course 	Duderstadt, James J. 		2011-12-23T16:38:34Z 	1
2006/04-2015/10	2027.42/88364	Transformation Course 2 	Duderstadt, James J. 		2011-12-23T16:38:36Z 	1
2006/04-2015/10	2027.42/88365	Transformation Talk 1.2 	Duderstadt, James J. 		2011-12-23T16:38:37Z 	1
2006/04-2015/10	2027.42/79542	Transforming the University 	Office of the President, University of Michigan 		2011-02-04T19:05:17Z 	1
2006/04-2015/10	2027.42/88366	Transforming the University: A Short Course 	Duderstadt, James J. 		2011-12-23T16:38:39Z 	1
2006/04-2015/10	2027.42/88367	Traverse City Talk 	Duderstadt, James J. 		2011-12-23T16:38:40Z 	1
2006/04-2015/10	2027.42/88368	Traxler 7-17-91 	Duderstadt, James J. 		2011-12-23T16:38:41Z 	1
2006/04-2015/10	2027.42/88369	Traxler-Bloch 	Duderstadt, James J. 		2011-12-23T16:38:43Z 	1
2006/04-2015/10	2027.42/88370	Tuition Retreat 	Duderstadt, James J. 		2011-12-23T16:38:44Z 	1
2006/04-2015/10	2027.42/88371	U. of Florida, President Machen inauguration 	Duderstadt, James J. 		2011-12-23T16:38:45Z 	1
2006/04-2015/10	2027.42/88372	UC Santa Cruz Precatory Review 	Duderstadt, James J. 		2011-12-23T16:38:46Z 	1
2006/04-2015/10	2027.42/88374	UG Ed 1.8 	Duderstadt, James J. 		2011-12-23T16:38:49Z 	1
2006/04-2015/10	2027.42/88375	UG Notes 	Duderstadt, James J. 		2011-12-23T16:38:51Z 	1
2006/04-2015/10	2027.42/88376	UG Notes 	Duderstadt, James J. 		2011-12-23T16:38:53Z 	1
2006/04-2015/10	2027.42/88377	UGLI Dedication 	Duderstadt, James J. 		2011-12-23T16:38:54Z 	1
2006/04-2015/10	2027.42/88378	UM Dearborn 	Duderstadt, James J. 		2011-12-23T16:38:56Z 	1
2006/04-2015/10	2027.42/88379	UM Dearborn Dedication 	Duderstadt, James J. 		2011-12-23T16:38:58Z 	1
2006/04-2015/10	2027.42/88380	UM Flint Dedication 	Duderstadt, James J. 		2011-12-23T16:38:59Z 	1
2006/04-2015/10	2027.42/88381	UM Future Speech 	Duderstadt, James J. 		2011-12-23T16:39:00Z 	1
2006/04-2015/10	2027.42/88382	UM Inputs and Outputs 	Duderstadt, James J. 		2011-12-23T16:39:01Z 	1
2006/04-2015/10	2027.42/88383	UM Inputs-Outputs 	Duderstadt, James J. 		2011-12-23T16:39:02Z 	1
2006/04-2015/10	2027.42/88385	UM Organization 	Duderstadt, James J. 		2011-12-23T16:39:05Z 	1
2006/04-2015/10	2027.42/88386	UM Press-60th 	Duderstadt, James J. 		2011-12-23T16:39:06Z 	1
2006/04-2015/10	2027.42/88387	UM Research Firsts 	Duderstadt, James J. 		2011-12-23T16:39:07Z 	1
2006/04-2015/10	2027.42/88388	UM-Flint 	Duderstadt, James J. 		2011-12-23T16:39:08Z 	1
2006/04-2015/10	2027.42/88389	UM-MSU Statistics 	Duderstadt, James J. 		2011-12-23T16:39:10Z 	1
2006/04-2015/10	2027.42/88390	UM-WCC Alliance 	Duderstadt, James J. 		2011-12-23T16:39:11Z 	1
2006/04-2015/10	2027.42/88391	UMF Commencement 	Duderstadt, James J. 		2011-12-23T16:39:12Z 	1
2006/04-2015/10	2027.42/88392	UNC Chapel Hill Discussion 	Duderstadt, James J. 		2011-12-23T16:39:13Z 	1
2006/04-2015/10	2027.42/88393	UNC-Chapel Hill Briefing 	Duderstadt, James J. 		2011-12-23T16:39:14Z 	1
2006/04-2015/10	2027.42/88408	UROP Speech 	Duderstadt, James J. 		2011-12-23T16:39:36Z 	1
2006/04-2015/10	2027.42/88409	US-Japan Conference 	Duderstadt, James J. 		2011-12-23T16:39:37Z 	1
2006/04-2015/10	2027.42/88410	UTEP Talk 	Duderstadt, James J. 		2011-12-23T16:39:38Z 	1
2006/04-2015/10	2027.42/88394	Undergraduate 	Duderstadt, James J. 		2011-12-23T16:39:16Z 	1
2006/04-2015/10	2027.42/88396	Undergraduate Education 	Duderstadt, James J. 		2011-12-23T16:39:19Z 	1
2006/04-2015/10	2027.42/88397	United Way 	Duderstadt, James J. 		2011-12-23T16:39:21Z 	1
2006/04-2015/10	2027.42/88398	Universal Access to Lifelong Learning 	Duderstadt, James J. 		2011-12-23T16:39:22Z 	1
