IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,DC.TITLE.FILENAME ,RELATIVE_PATH,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0001_0061,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - LA Major Gifts_",,"Duderstadt, James J.",,undated,2015,undated,LA Major Gifts_,\9811_0001\data\original-records\1989-1990 Speeches\LA Major Gifts_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0062,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Leadership Network 2.0",,"Duderstadt, James J.",,1989-09-11 00:00:00,2015,1989-09-11 00:00:00,Leadership Network 2.0 | jjd1022.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Leadership Network 2.0 | \9811_0001\data\Speeches\JJDS4a\jjd1022.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0063,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Leadership Retreat",,"Duderstadt, James J.",,1989-09-01 00:00:00,2015,1989-09-01 00:00:00,Leadership Retreat | jjd546.pdf | jjd546_bhl-159aa41d.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Leadership Retreat | \9811_0001\data\Presentations\JJDPR\jjd546.pdf | \converted_files\Presentations-JJDPR-jjd546_bhl-159aa41d.pdf,Original version: Microsoft Powerpoint Presentation | Preservation version | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0064,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Los Angeles Dinner_",,"Duderstadt, James J.",,undated,2015,undated,Los Angeles Dinner_,\9811_0001\data\original-records\1989-1990 Speeches\Los Angeles Dinner_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0065,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Major GIfts Address 1.0",,"Duderstadt, James J.",,1989-08-31 00:00:00,2015,1989-08-31 00:00:00,Major GIfts Address 1.0 | jjd1025.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Major GIfts Address 1.0 | \9811_0001\data\Speeches\JJDS4a\jjd1025.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0066,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Major GIfts Address 2.0",,"Duderstadt, James J.",,1989-08-31 00:00:00,2015,1989-08-31 00:00:00,Major GIfts Address 2.0 | jjd1026.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Major GIfts Address 2.0 | \9811_0001\data\Speeches\JJDS4a\jjd1026.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0067,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Manufacturing Forum",,"Duderstadt, James J.",,1990-07-11 00:00:00,2015,1990-07-11 00:00:00,Manufacturing Forum | jjd1027.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Manufacturing Forum | \9811_0001\data\Speeches\JJDS4b\jjd1027.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0068,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan   UM 1.0",,"Duderstadt, James J.",,1989-11-19 00:00:00,2015,1989-11-19 00:00:00,Michigan   UM 1.0 | jjd1028.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Michigan   UM 1.0 | \9811_0001\data\Speeches\JJDS4a\jjd1028.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0069,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan  UM 1.1",,"Duderstadt, James J.",,1989-11-19 00:00:00,2015,1989-11-19 00:00:00,Michigan  UM 1.1 | jjd1029.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Michigan  UM 1.1 | \9811_0001\data\Speeches\JJDS4a\jjd1029.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0070,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Add-Ins 1.0",,"Duderstadt, James J.",,undated,2015,undated,Michigan Add-Ins 1.0,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Add-Ins 1.0,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0071,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Add-ins 2.0",,"Duderstadt, James J.",,1989-11-23 00:00:00,2015,1989-11-23 00:00:00,Michigan Add-ins 2.0 | jjd1031.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Add-ins 2.0 | \9811_0001\data\Speeches\JJDS4a\jjd1031.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0072,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Crossroads 1.0",,"Duderstadt, James J.",,1990-10-14 00:00:00,2015,1990-10-14 00:00:00,Michigan Crossroads 1.0 | jjd1189.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Crossroads 1.0 | \9811_0001\data\Speeches\JJDS5a\jjd1189.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0073,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Economy 1.0",,"Duderstadt, James J.",,1990-07-02 00:00:00,2015,1990-07-02 00:00:00,Michigan Economy 1.0 | jjd1034.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Economy 1.0 | \9811_0001\data\Speeches\JJDS4b\jjd1034.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0074,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Economy 1.0_",,"Duderstadt, James J.",,undated,2015,undated,Michigan Economy 1.0_,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Economy 1.0_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0075,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Higher Ed 1.0",,"Duderstadt, James J.",,1989-11-06 00:00:00,2015,1989-11-06 00:00:00,Michigan Higher Ed 1.0 | jjd1035.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Higher Ed 1.0 | \9811_0001\data\Speeches\JJDS4a\jjd1035.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0076,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Higher Ed 2.2",,"Duderstadt, James J.",,1989-11-06 00:00:00,2015,1989-11-06 00:00:00,Michigan Higher Ed 2.2 | jjd1036.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Higher Ed 2.2 | \9811_0001\data\Speeches\JJDS4a\jjd1036.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0077,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Mandate",,"Duderstadt, James J.",,1990-10-28 00:00:00,2015,1990-10-28 00:00:00,Michigan Mandate | jjd1191.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Mandate | \9811_0001\data\Speeches\JJDS5a\jjd1191.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0078,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Mandate 3.0",,"Duderstadt, James J.",,1990-05-03 00:00:00,2015,1990-05-03 00:00:00,Michigan Mandate 3.0 | jjd1038.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Mandate 3.0 | \9811_0001\data\Speeches\JJDS4b\jjd1038.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0079,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Talks 2.0",,"Duderstadt, James J.",,1989-09-17 00:00:00,2015,1989-09-17 00:00:00,Michigan Talks 2.0 | jjd1039.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Talks 2.0 | \9811_0001\data\Speeches\JJDS4a\jjd1039.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0080,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Midland Talk",,"Duderstadt, James J.",,1990-04-02 00:00:00,2015,1990-04-02 00:00:00,Midland Talk | jjd1040.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Midland Talk | \9811_0001\data\Speeches\JJDS4b\jjd1040.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0081,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Minority Welcome 3.0",,"Duderstadt, James J.",,1989-08-30 00:00:00,2015,1989-08-30 00:00:00,Minority Welcome 3.0 | jjd1041.pdf,\9811_0001\data\original-records\1989-1990 Speeches\Minority Welcome 3.0 | \9811_0001\data\Speeches\JJDS4a\jjd1041.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0082,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - MLK Closing 1_15_",,"Duderstadt, James J.",,undated,2015,undated,MLK Closing 1_15_,\9811_0001\data\original-records\1989-1990 Speeches\MLK Closing 1_15_,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0083,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - MLK Welcome 1_14",,"Duderstadt, James J.",,undated,2015,undated,MLK Welcome 1_14,\9811_0001\data\original-records\1989-1990 Speeches\MLK Welcome 1_14,Original version: Original format not identified,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0084,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - NAACP Talk",,"Duderstadt, James J.",,1989-09-08 00:00:00,2015,1989-09-08 00:00:00,NAACP Talk | jjd1044.pdf,\9811_0001\data\original-records\1989-1990 Speeches\NAACP Talk | \9811_0001\data\Speeches\JJDS4a\jjd1044.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0085,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - NAE Meeting",,"Duderstadt, James J.",,1989-10-21 00:00:00,2015,1989-10-21 00:00:00,NAE Meeting | jjd1045.pdf | jjd1045_bhl-b165834b.pdf,\9811_0001\data\original-records\1989-1990 Speeches\NAE Meeting | \9811_0001\data\Speeches\JJDS4a\jjd1045.pdf | \converted_files\Speeches-JJDS4a-jjd1045_bhl-b165834b.pdf,Original version: Original format not identified | Preservation version | Subsequent preservation version,Office Documents,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
