Handle,Title,IsPartOf,DateIssued,BitstreamUrl,Uri,rights
2027.42/88287,The Importance of Liberal Learning for an Increasingly Technological World,,3/15/2001,http://deepblue.lib.umich.edu/bitstream/2027.42/88287/1/2001_Georgia_Tech_1.1.pdf,http://hdl.handle.net/2027.42/88287,
2027.42/88288,"The Inglis House Estate, at the University of Michigan",,2000,http://deepblue.lib.umich.edu/bitstream/2027.42/88288/1/2000_Inglis_House.pdf,http://hdl.handle.net/2027.42/88288,
2027.42/88289,"The Inglis House Estate, at the University of Michigan",,2001,http://deepblue.lib.umich.edu/bitstream/2027.42/88289/1/2001_Inglis_House_Preface.pdf,http://hdl.handle.net/2027.42/88289,
2027.42/88290,The Interaction between Public and Private Higher Education,,2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88290/1/2002_Private_Poaching.pdf,http://hdl.handle.net/2027.42/88290,
2027.42/88291,The IT Forum: Preparing for the Revolution Redux (Summary),,2005,http://deepblue.lib.umich.edu/bitstream/2027.42/88291/1/2005_IT_Forum_Summary.pdf,http://hdl.handle.net/2027.42/88291,
2027.42/88292,The IT Forum: Preparing for the Revolution Redux,,2005,http://deepblue.lib.umich.edu/bitstream/2027.42/88292/1/2005_IT_Forum.pdf,http://hdl.handle.net/2027.42/88292,
2027.42/88293,The Keys to Michigan's Future: Learning and Innovation,,2010,http://deepblue.lib.umich.edu/bitstream/2027.42/88293/1/2010_New_Economy_Address_JJD.pdf,http://hdl.handle.net/2027.42/88293,
2027.42/88295,Appropriations Hearings,,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/88295/1/1995_Appropriations_Hearings_1.0_3-2-95.pdf,http://hdl.handle.net/2027.42/88295,
2027.42/88296,The Leadership Imperative (3),,9/20/2006,http://deepblue.lib.umich.edu/bitstream/2027.42/88296/1/2006_LeadershipImperativeFINAL-3.pdf,http://hdl.handle.net/2027.42/88296,
2027.42/88297,The Leadership Imperative,,9/25/2006,http://deepblue.lib.umich.edu/bitstream/2027.42/88297/1/2006_LeadershipImperative_AGB.pdf,http://hdl.handle.net/2027.42/88297,
2027.42/88298,The Leadership Plan,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88298/1/1991_The_Leadeshipe_Plan_8-30-91.pdf,http://hdl.handle.net/2027.42/88298,
2027.42/88299,The Making of the University of Michigan,,1998,http://deepblue.lib.umich.edu/bitstream/2027.42/88299/1/2010_Peckham_Chapter_JJD.pdf,http://hdl.handle.net/2027.42/88299,
2027.42/88300,The Michigan Knowledge and Learning Network,,1998,http://deepblue.lib.umich.edu/bitstream/2027.42/88300/1/1998_Plymouth_Talk.pdf,http://hdl.handle.net/2027.42/88300,
2027.42/88301,"The Michigan Mandate, A Seven-Year Progress Report",,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/88301/1/1994_Michigan-Mandate-Progress.pdf,http://hdl.handle.net/2027.42/88301,
2027.42/88302,The Michigan Mandate: Looking Back and Looking Forward,,2/14/2007,http://deepblue.lib.umich.edu/bitstream/2027.42/88302/1/2007_Michigan_Mandate_Redux.pdf,http://hdl.handle.net/2027.42/88302,
2027.42/88303,The Michigan Roadmap Redux - A Call for Leadership,,2008,http://deepblue.lib.umich.edu/bitstream/2027.42/88303/1/2008_Michigan_Roadmap_Redux.pdf,http://hdl.handle.net/2027.42/88303,
2027.42/88304,"The Michigan Roadmap Redux, A Call for Leadership",,2008,http://deepblue.lib.umich.edu/bitstream/2027.42/88304/1/2007_Michigan_Roadmap_Redux.pdf,http://hdl.handle.net/2027.42/88304,
2027.42/88305,The Michigan Saga,,2006,http://deepblue.lib.umich.edu/bitstream/2027.42/88305/1/2006_Michigan_Saga.pdf,http://hdl.handle.net/2027.42/88305,
2027.42/88306,Appropriations Hearings 4.0,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88306/1/1991_Appro_Hearings_4.0_4-27-91.pdf,http://hdl.handle.net/2027.42/88306,
2027.42/88307,The Michigan Virtual Automobile College,,2/1/1998,http://deepblue.lib.umich.edu/bitstream/2027.42/88307/1/1998_MVAC_Paper_1.0.pdf,http://hdl.handle.net/2027.42/88307,
2027.42/88308,The Michigan Virtual Automotive College,,3/9/1998,http://deepblue.lib.umich.edu/bitstream/2027.42/88308/1/1998_Michigan_Virtual_Auto_College.pdf,http://hdl.handle.net/2027.42/88308,
2027.42/88309,"The Michigan-Oberlin-Kalamazoo Project, A Partnership between Liberal Arcs Colleges and Research Universities",,2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88309/1/2002_Oberlin_COHFE.pdf,http://hdl.handle.net/2027.42/88309,
2027.42/88310,The Midwest Region and the Knowledge Economy - A Roadmap to the Future (Midwest Media Project),,5/15/2007,http://deepblue.lib.umich.edu/bitstream/2027.42/88310/1/2007_Chicago_Council.pdf,http://hdl.handle.net/2027.42/88310,
2027.42/88311,The Midwest Region and the Knowledge Economy - A Roadmap to the Future,,5/15/2007,http://deepblue.lib.umich.edu/bitstream/2027.42/88311/1/2007_Chicago_Midwest_Media_Project.pdf,http://hdl.handle.net/2027.42/88311,
2027.42/88312,The National Academies' Project on the Impact of Information Technology on the Future of the Research University,,2001,http://deepblue.lib.umich.edu/bitstream/2027.42/88312/1/2001_ITFRU_Strawman_3.0.pdf,http://hdl.handle.net/2027.42/88312,
2027.42/88313,The Navigation of Universities Through a Flat World (EAU trimmed),,3/25/2008,http://deepblue.lib.umich.edu/bitstream/2027.42/88313/1/2006_EUA_Duderstadt_Text_Trimmed.pdf,http://hdl.handle.net/2027.42/88313,
2027.42/88315,The Navigation of Universities through a Flat World (EAU),,3/25/2008,http://deepblue.lib.umich.edu/bitstream/2027.42/88315/1/2008_EUA_Duderstadt_Text.pdf,http://hdl.handle.net/2027.42/88315,
2027.42/88316,The New Engineering - Challenges for the 21st Century,,2004,http://deepblue.lib.umich.edu/bitstream/2027.42/88316/1/2004_Eng_100_21st_C_Eng.pdf,http://hdl.handle.net/2027.42/88316,
2027.42/88317,Appropriations House Republicans,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88317/1/1991_Appro_House_Repubs_6-13-91.pdf,http://hdl.handle.net/2027.42/88317,
2027.42/88318,The North Woods Master Plan,,2004,http://deepblue.lib.umich.edu/bitstream/2027.42/88318/1/2004_NorthWoods.pdf,http://hdl.handle.net/2027.42/88318,
2027.42/88319,"The Nuclear Energy Research Advisory Committee (NERAC) of the Dept. of Energy, and the Future of the DOE's Nuclear Energy Research Programs",,2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88319/1/2002_NERAC_and_Future_of_NE_3.pdf,http://hdl.handle.net/2027.42/88319,
2027.42/88320,The Past,,2003,http://deepblue.lib.umich.edu/bitstream/2027.42/88320/1/2003_Engineering_at_Michigan2.pdf,http://hdl.handle.net/2027.42/88320,
2027.42/88321,The Plan Itself 1.1,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88321/1/1991_The_Plan_Itself_1.1_8-30-91.pdf,http://hdl.handle.net/2027.42/88321,
2027.42/88322,The Plug and Play Generation - See How They Learn…,,2000,http://deepblue.lib.umich.edu/bitstream/2027.42/88322/1/2000_Diamond_Presentation_1.pdf,http://hdl.handle.net/2027.42/88322,
2027.42/88323,"The Present - and a bit of ""personal"" history",,2003,http://deepblue.lib.umich.edu/bitstream/2027.42/88323/1/2003_Engineering_at_Michigan3.pdf,http://hdl.handle.net/2027.42/88323,
2027.42/88324,The President's House at the University of Michigan,,1999,http://deepblue.lib.umich.edu/bitstream/2027.42/88324/1/1999_Presidents_House.pdf,http://hdl.handle.net/2027.42/88324,
2027.42/88325,The President's House at the University of Michigan,,2000,http://deepblue.lib.umich.edu/bitstream/2027.42/88325/1/1998_Presidents_House_Preface.pdf,http://hdl.handle.net/2027.42/88325,
2027.42/88326,The Privately Financed Public University: A Case Study of the University of Michigan-Ann Arbor,,11/1/2005,http://deepblue.lib.umich.edu/bitstream/2027.42/88326/1/2005_Goldwater_UM_Report.pdf,http://hdl.handle.net/2027.42/88326,
2027.42/88327,The Remarkable Resiliance of U.S. Colleges and Universities,,2000,http://deepblue.lib.umich.edu/bitstream/2027.42/88327/1/2000_Chronicle_article.pdf,http://hdl.handle.net/2027.42/88327,
2027.42/88328,A checklist for University admissions policies,,1997,http://deepblue.lib.umich.edu/bitstream/2027.42/88328/1/1997_Barrie_Memo.pdf,http://hdl.handle.net/2027.42/88328,
2027.42/88329,Appropriations Testimony,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88329/1/1991_Appropriations_Testimony_3-27-91.pdf,http://hdl.handle.net/2027.42/88329,
2027.42/88330,The Report of the AGB Task Force on the State of the Presidency in American Higher Education,,9/25/2006,http://deepblue.lib.umich.edu/bitstream/2027.42/88330/1/2008_LeadershipImperative_AGB.pdf,http://hdl.handle.net/2027.42/88330,
2027.42/88331,The Road Ahead,,1996-03,http://deepblue.lib.umich.edu/bitstream/2027.42/88331/1/1997_The_Road_Ahead.pdf,http://hdl.handle.net/2027.42/88331,
2027.42/88333,The Status and Involvement of University Emeritus Presidents in the Life of the University,,10/9/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88333/1/1996_Emeritus_Guidelines.pdf,http://hdl.handle.net/2027.42/88333,
2027.42/88334,The Theory of Neutron Wave Propagation,,1968,http://deepblue.lib.umich.edu/bitstream/2027.42/88334/1/1967_Theory_of_Neutron_Wave_Propagation_Thesis.pdf,http://hdl.handle.net/2027.42/88334,
2027.42/88336,The Thrill of Victory…The Agony of Defeat…And the Gnashing of Teeth…As College Presidents Attempt to Reform Intercollegiate Athletics,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88336/1/1996_Legacy_Athletics.pdf,http://hdl.handle.net/2027.42/88336,
2027.42/88337,The Top Ten,,1992,http://deepblue.lib.umich.edu/bitstream/2027.42/88337/1/1992_The_Top_Ten_2-3-92.pdf,http://hdl.handle.net/2027.42/88337,
2027.42/88338,The Top Ten Objectives,,1992,http://deepblue.lib.umich.edu/bitstream/2027.42/88338/1/1992_The_Top_Ten_Objectives_2-3-92.pdf,http://hdl.handle.net/2027.42/88338,
2027.42/88339,The Ultimate Intelligent Platform: The American Research University,,2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88339/1/2002_Diamond_Pinehurst_1.3.pdf,http://hdl.handle.net/2027.42/88339,
2027.42/88340,Appropriations-House,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88340/1/1996_Appropriations-House_5-1-96.pdf,http://hdl.handle.net/2027.42/88340,
2027.42/88341,The UM College of Engineering,,2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88341/1/2002_Eng_100_History_of_College.pdf,http://hdl.handle.net/2027.42/88341,
2027.42/88342,The University of Michigan,,2006,http://deepblue.lib.umich.edu/bitstream/2027.42/88342/1/2006_UM_Primer.pdf,http://hdl.handle.net/2027.42/88342,
2027.42/88343,The University of Michigan Media Union Reunion - Dreams of the Past; Challenges of the Present; Opportunities of the Future,,8/11/2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88343/1/2002_MU_Reunion.pdf,http://hdl.handle.net/2027.42/88343,
2027.42/88344,The Use of Undergraduate Minors to Meet National Need in Nuclear Fission Power Engineering,,2003,http://deepblue.lib.umich.edu/bitstream/2027.42/88344/1/2003_NE_ASEE_Martin_1.1a.pdf,http://hdl.handle.net/2027.42/88344,
2027.42/88345,"The View from the Helm, Leading the American University During an Era of Change",,2007,http://deepblue.lib.umich.edu/bitstream/2027.42/88345/1/2007_View_from_the_Helm.pdf,http://hdl.handle.net/2027.42/88345,
2027.42/88346,"The View from the Helm, Leading the American University During an Era of Change (Illustrated)",,2007,http://deepblue.lib.umich.edu/bitstream/2027.42/88346/1/2010_View_from_the_Helm_Illustrated.pdf,http://hdl.handle.net/2027.42/88346,
2027.42/88347,The View from Year Five,,2009,http://deepblue.lib.umich.edu/bitstream/2027.42/88347/1/2009_Kansas_City-time-to-get-it-right-2009.pdf,http://hdl.handle.net/2027.42/88347,
2027.42/88348,The Visitors 9-95,,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/88348/1/1995_The_Visitors-9-95_9-20-95.pdf,http://hdl.handle.net/2027.42/88348,
2027.42/88350,The Year Past,,1993,http://deepblue.lib.umich.edu/bitstream/2027.42/88350/1/1993_The_Year_Past_3-22-93.pdf,http://hdl.handle.net/2027.42/88350,
2027.42/88351,"APS MilProj Project (""21st Century Educational Needs Project"")",,2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88351/1/2002_APS_Milproj_Project.pdf,http://hdl.handle.net/2027.42/88351,
2027.42/88352,Themes for 175th,,1992,http://deepblue.lib.umich.edu/bitstream/2027.42/88352/1/1992_Themes_for_175th__3-8-92_.pdf,http://hdl.handle.net/2027.42/88352,
2027.42/88353,Themes for 1991,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88353/1/1991_Themes_for_1991_4-13-91.pdf,http://hdl.handle.net/2027.42/88353,
2027.42/88354,There are powerful forces driving an increasing societal demand for the services of the university…,,1998,http://deepblue.lib.umich.edu/bitstream/2027.42/88354/1/1998_Xerox.pdf,http://hdl.handle.net/2027.42/88354,
2027.42/88332,The Spellings Commission,,2007,http://deepblue.lib.umich.edu/bitstream/2027.42/88332/1/2007_Spellings_Commission_Briefing.pdf,http://hdl.handle.net/2027.42/88332,
2027.42/88355,Time to Get it Right - A Strategy for Higher Education in Kansas City,,2005,http://deepblue.lib.umich.edu/bitstream/2027.42/88355/1/2005_Time_to_Get_It_Right_KC.pdf,http://hdl.handle.net/2027.42/88355,
2027.42/88356,Time to Get it Right: Staying Competitive in the New Economy - The View From Year Five,,2009,http://deepblue.lib.umich.edu/bitstream/2027.42/88356/1/2009_Kansas_City-time-to-get-it-right-Update.pdf,http://hdl.handle.net/2027.42/88356,
2027.42/88357,Title List,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88357/1/1990_Title_List_8-29-90.pdf,http://hdl.handle.net/2027.42/88357,
2027.42/88358,To Do-1991,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88358/1/1990_To_Do-1991_12-7-90.pdf,http://hdl.handle.net/2027.42/88358,
2027.42/88359,"To: Members of the Original ""dream team"" for the Media Union",,2002,http://deepblue.lib.umich.edu/bitstream/2027.42/88359/1/2002_MU_Symposium_Memo.pdf,http://hdl.handle.net/2027.42/88359,
2027.42/88360,Top 20 Ranking Undergrad,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88360/1/1991_Top_20_Ranking_Undergrad_4-19-91.pdf,http://hdl.handle.net/2027.42/88360,
2027.42/88361,Toward an Educational Transformation,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88361/1/1996_Legacy_Educational_Transformation.pdf,http://hdl.handle.net/2027.42/88361,
2027.42/88362,Arkansas Feedback,,1998,http://deepblue.lib.umich.edu/bitstream/2027.42/88362/1/1998_Arkansas_Feedback.pdf,http://hdl.handle.net/2027.42/88362,
2027.42/88363,Transformation Course,,1994,http://deepblue.lib.umich.edu/bitstream/2027.42/88363/1/1994_Transformation_Course_1-7-94.pdf,http://hdl.handle.net/2027.42/88363,
2027.42/88364,Transformation Course 2,,1994,http://deepblue.lib.umich.edu/bitstream/2027.42/88364/1/1994_Transformation_Course_2_8-30-94.pdf,http://hdl.handle.net/2027.42/88364,
2027.42/88365,Transformation Talk 1.2,,1994,http://deepblue.lib.umich.edu/bitstream/2027.42/88365/1/1994_Transformation_Talk_1.2_4-9-94.pdf,http://hdl.handle.net/2027.42/88365,
2027.42/88366,Transforming the University: A Short Course,,1996,http://deepblue.lib.umich.edu/bitstream/2027.42/88366/1/1996_Transformation_Course_2_8-30-96.pdf,http://hdl.handle.net/2027.42/88366,
2027.42/88367,Traverse City Talk,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88367/1/1990_Traverse_City_Talk_6-5-90.pdf,http://hdl.handle.net/2027.42/88367,
2027.42/88368,Traxler 7-17-91,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88368/1/1991_Traxler_7-17-91.pdf,http://hdl.handle.net/2027.42/88368,
2027.42/88369,Traxler-Bloch,,1988,http://deepblue.lib.umich.edu/bitstream/2027.42/88369/1/1988_Traxler-Bloch_3-14-88.pdf,http://hdl.handle.net/2027.42/88369,
2027.42/88370,Tuition Retreat,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88370/1/1989_Tuition_Retreat_12-6-89.pdf,http://hdl.handle.net/2027.42/88370,
2027.42/88371,"U. of Florida, President Machen inauguration",,2004,http://deepblue.lib.umich.edu/bitstream/2027.42/88371/1/2004_UF_Machen_Inauguration.pdf,http://hdl.handle.net/2027.42/88371,
2027.42/88372,UC Santa Cruz Precatory Review,,2004,http://deepblue.lib.umich.edu/bitstream/2027.42/88372/1/2004_SantaCruzPrepReview_1.2.pdf,http://hdl.handle.net/2027.42/88372,
2027.42/88373,"As we enter the new millennium, there is an increasing sense that the social contract between the university and American society…",,2000,http://deepblue.lib.umich.edu/bitstream/2027.42/88373/1/2000_ASEE_1.0_1000.pdf,http://hdl.handle.net/2027.42/88373,
2027.42/88374,UG Ed 1.8,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88374/1/1991_UG_Ed_1.8_1-20-91.pdf,http://hdl.handle.net/2027.42/88374,
2027.42/88375,UG Notes,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88375/1/1990_UG_Notes_6-10-90.pdf,http://hdl.handle.net/2027.42/88375,
2027.42/88376,UG Notes,,1991,http://deepblue.lib.umich.edu/bitstream/2027.42/88376/1/1991_UG_Notes_1-19-91.pdf,http://hdl.handle.net/2027.42/88376,
2027.42/88377,UGLI Dedication,,1989,http://deepblue.lib.umich.edu/bitstream/2027.42/88377/1/1989_UGLI_Dedication_12-13-89.pdf,http://hdl.handle.net/2027.42/88377,
2027.42/88378,UM Dearborn,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88378/1/1990_UM_Dearborn_11-5-_90.pdf,http://hdl.handle.net/2027.42/88378,
2027.42/88379,UM Dearborn Dedication,,1990,http://deepblue.lib.umich.edu/bitstream/2027.42/88379/1/1990_UM_Dearborn_Dedication_10-25-90.pdf,http://hdl.handle.net/2027.42/88379,
2027.42/88380,UM Flint Dedication,,1988,http://deepblue.lib.umich.edu/bitstream/2027.42/88380/1/1988_UMFlint_Dedication_10-16-88.pdf,http://hdl.handle.net/2027.42/88380,
2027.42/88381,UM Future Speech,,1995,http://deepblue.lib.umich.edu/bitstream/2027.42/88381/1/1995_UM_Future_Speech_10-26-95.pdf,http://hdl.handle.net/2027.42/88381,
