IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,RELATIVE_PATH,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0001_2046,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Public Research",,"Duderstadt, James J.",,3/25/1996 0:00,2015,3/25/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1537.doc | \9811_0001\data\Speeches\JJDS9a\jjd1537.pdf | \converted_files\Speeches-JJDS9a-jjd1537_bhl-aaf9af35.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2049,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 6-7 AfAm Student % color",,"Duderstadt, James J.",,5/30/1996 0:00,2015,5/30/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1509.pdf | \9811_0001\data\Speeches\JJDS9b\jjd1509.xls | \converted_files\Speeches-JJDS9b-jjd1509_bhl-8fe35ac3.xlsx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2050,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 6-3 MinStudent % color",,"Duderstadt, James J.",,5/30/1996 0:00,2015,5/30/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1508.pdf | \9811_0001\data\Speeches\JJDS9b\jjd1508.xls | \converted_files\Speeches-JJDS9b-jjd1508_bhl-6c465203.xlsx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2060,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Coaches Talk",,"Duderstadt, James J.",,8/28/1996 0:00,2015,8/28/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1435.doc | \9811_0001\data\Speeches\JJDS9b\jjd1435.pdf | \converted_files\Speeches-JJDS9b-jjd1435_bhl-017de9ce.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2062,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Commencement-1996",,"Duderstadt, James J.",,4/28/1996 0:00,2015,4/28/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1437.doc | \9811_0001\data\Speeches\JJDS9a\jjd1437.pdf | \converted_files\Speeches-JJDS9a-jjd1437_bhl-7a1c5c38.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2063,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Columbia Symposium",,"Duderstadt, James J.",,5/14/1996 0:00,2015,5/14/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1436.doc | \9811_0001\data\Speeches\JJDS9b\jjd1436.pdf | \converted_files\Speeches-JJDS9b-jjd1436_bhl-7c49d574.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2064,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Appropriations-House",,"Duderstadt, James J.",,5/1/1996 0:00,2015,5/1/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1431.doc | \9811_0001\data\Speeches\JJDS9b\jjd1431.pdf | \converted_files\Speeches-JJDS9b-jjd1431_bhl-6c77827a.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2065,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Ann Arbor Rotary",,"Duderstadt, James J.",,1/22/1996 0:00,2015,1/22/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1430.doc | \9811_0001\data\Speeches\JJDS9a\jjd1430.pdf | \converted_files\Speeches-JJDS9a-jjd1430_bhl-ea5cd80e.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2066,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Change Speech",,"Duderstadt, James J.",,12/31/1995 0:00,2015,12/31/1995 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1433.doc | \9811_0001\data\Speeches\JJDS9a\jjd1433.pdf | \converted_files\Speeches-JJDS9a-jjd1433_bhl-df999146.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2068,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Medallion List",,"Duderstadt, James J.",,5/2/1996 0:00,2015,5/2/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1459.doc | \9811_0001\data\Speeches\JJDS9b\jjd1459.pdf | \converted_files\Speeches-JJDS9b-jjd1459_bhl-edd9061b.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2069,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Medallion Inscription",,"Duderstadt, James J.",,5/2/1996 0:00,2015,5/2/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1458.doc | \9811_0001\data\Speeches\JJDS9b\jjd1458.pdf | \converted_files\Speeches-JJDS9b-jjd1458_bhl-34743234.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2071,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Letter-final internal",,"Duderstadt, James J.",,6/13/1996 0:00,2015,6/13/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1456.doc | \9811_0001\data\Speeches\JJDS9b\jjd1456.pdf | \converted_files\Speeches-JJDS9b-jjd1456_bhl-e703a0c5.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2072,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Letter-final external",,"Duderstadt, James J.",,6/28/1996 0:00,2015,6/28/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1455.doc | \9811_0001\data\Speeches\JJDS9b\jjd1455.pdf | \converted_files\Speeches-JJDS9b-jjd1455_bhl-6db4e63a.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2075,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Last Letter",,"Duderstadt, James J.",,6/12/1996 0:00,2015,6/12/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1452.doc | \9811_0001\data\Speeches\JJDS9b\jjd1452.pdf | \converted_files\Speeches-JJDS9b-jjd1452_bhl-acf4a721.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2076,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - K-12 Talk",,"Duderstadt, James J.",,2/25/1996 0:00,2015,2/25/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1451.doc | \9811_0001\data\Speeches\JJDS9a\jjd1451.pdf | \converted_files\Speeches-JJDS9a-jjd1451_bhl-57af4800.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2077,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Honors Convocation",,"Duderstadt, James J.",,3/21/1996 0:00,2015,3/21/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1450.doc | \9811_0001\data\Speeches\JJDS9a\jjd1450.pdf | \converted_files\Speeches-JJDS9a-jjd1450_bhl-cf0c8b98.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2079,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - AMD Seminar",,"Duderstadt, James J.",,6/6/1996 0:00,2015,6/6/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1429.doc | \9811_0001\data\Speeches\JJDS9b\jjd1429.pdf | \converted_files\Speeches-JJDS9b-jjd1429_bhl-375d735d.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2081,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Affirm Action Op-Ed",,"Duderstadt, James J.",,3/18/1996 0:00,2015,3/18/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1426.doc | \9811_0001\data\Speeches\JJDS9a\jjd1426.pdf | \converted_files\Speeches-JJDS9a-jjd1426_bhl-4deee62b.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2089,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Diversity Dinner",,"Duderstadt, James J.",,4/28/1996 0:00,2015,4/28/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1441.doc | \9811_0001\data\Speeches\JJDS9a\jjd1441.pdf | \converted_files\Speeches-JJDS9a-jjd1441_bhl-7a4d6f83.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2095,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 6-1 Table of Color",,"Duderstadt, James J.",,5/16/1996 0:00,2015,5/16/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1515.pdf | \9811_0001\data\Speeches\JJDS9b\jjd1515.xls | \converted_files\Speeches-JJDS9b-jjd1515_bhl-1692afea.xlsx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2104,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Digital Librarians",,"Duderstadt, James J.",,5/16/1996 0:00,2015,5/16/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1472.doc | \9811_0001\data\Speeches\JJDS9b\jjd1472.pdf | \converted_files\Speeches-JJDS9b-jjd1472_bhl-40f03a01.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2106,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - 10-10 Approp%All Funds color",,"Duderstadt, James J.",,5/24/1996 0:00,2015,5/24/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1474.pdf | \9811_0001\data\Speeches\JJDS9b\jjd1474.xls | \converted_files\Speeches-JJDS9b-jjd1474_bhl-12da3101.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2109,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Word Work File D 2030",,"Duderstadt, James J.",,11/14/1996 0:00,2015,11/14/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1563.doc | \9811_0001\data\Speeches\JJDS9b\jjd1563.pdf | \converted_files\Speeches-JJDS9b-jjd1563_bhl-926719c6.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2115,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - MSU-Govt-U Research Partnership",,"Duderstadt, James J.",,1/19/1996 0:00,2015,1/19/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1463.doc | \9811_0001\data\Speeches\JJDS9a\jjd1463.pdf | \converted_files\Speeches-JJDS9a-jjd1463_bhl-bf36ae7f.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2127,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - NSB-UC-Davis",,"Duderstadt, James J.",,3/30/1996 0:00,2015,3/30/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1467.doc | \9811_0001\data\Speeches\JJDS9a\jjd1467.pdf | \converted_files\Speeches-JJDS9a-jjd1467_bhl-91fd520c.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2129,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - NSB Keynote Talk",,"Duderstadt, James J.",,3/18/1996 0:00,2015,3/18/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1465.doc | \9811_0001\data\Speeches\JJDS9a\jjd1465.pdf | \converted_files\Speeches-JJDS9a-jjd1465_bhl-f008a3c7.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2130,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Senate Testimony",,"Duderstadt, James J.",,2/14/1996 0:00,2015,2/14/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1549.doc | \9811_0001\data\Speeches\JJDS9a\jjd1549.pdf | \converted_files\Speeches-JJDS9a-jjd1549_bhl-7b59ae9e.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2134,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Senate Assembly",,"Duderstadt, James J.",,9/14/1995 0:00,2015,9/14/1995 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1545.pdf | \9811_0001\data\Speeches\JJDS9a\jjd1545.ppt | \converted_files\Speeches-JJDS9a-jjd1545_bhl-0774263c.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2136,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Senate Assembly Slides",,"Duderstadt, James J.",,3/14/1996 0:00,2015,3/14/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1547.pdf | \9811_0001\data\Speeches\JJDS9a\jjd1547.ppt | \converted_files\Speeches-JJDS9a-jjd1547_bhl-9383cccc.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2137,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Senate Assembly (3-96)",,"Duderstadt, James J.",,3/3/1996 0:00,2015,3/3/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1546.doc | \9811_0001\data\Speeches\JJDS9a\jjd1546.pdf | \converted_files\Speeches-JJDS9a-jjd1546_bhl-ce91ff65.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2138,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Regents-June-96",,"Duderstadt, James J.",,6/20/1996 0:00,2015,6/20/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1541.doc | \9811_0001\data\Speeches\JJDS9b\jjd1541.pdf | \converted_files\Speeches-JJDS9b-jjd1541_bhl-4b6a1219.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2139,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Rackham Commencement 1.0",,"Duderstadt, James J.",,4/28/1996 0:00,2015,4/28/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1540.doc | \9811_0001\data\Speeches\JJDS9a\jjd1540.pdf | \converted_files\Speeches-JJDS9a-jjd1540_bhl-662907d0.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2043,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Rackham",,"Duderstadt, James J.",,5/20/1996 0:00,2015,5/20/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1539.doc | \9811_0001\data\Speeches\JJDS9b\jjd1539.pdf | \converted_files\Speeches-JJDS9b-jjd1539_bhl-64d26c6e.docx | \converted_files\Speeches-JJDS9b-jjd1539_bhl-ddfaa8ab.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2047,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Peckham Epilogue",,"Duderstadt, James J.",,12/30/1995 0:00,2015,12/30/1995 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1532.doc | \9811_0001\data\Speeches\JJDS9a\jjd1532.pdf | \converted_files\Speeches-JJDS9a-jjd1532_bhl-9e688efc.docx | \converted_files\Speeches-JJDS9a-jjd1532_bhl-b93fe891.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2048,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Pigskin Classic",,"Duderstadt, James J.",,8/25/1995 0:00,2015,8/25/1995 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1533.doc | \9811_0001\data\Speeches\JJDS9a\jjd1533.pdf | \converted_files\Speeches-JJDS9a-jjd1533_bhl-453498cf.pdf | \converted_files\Speeches-JJDS9a-jjd1533_bhl-5d6d0ff7.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2080,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - SAC-1",,"Duderstadt, James J.",,6/8/1996 0:00,2015,6/8/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1543.doc | \9811_0001\data\Speeches\JJDS9b\jjd1543.pdf | \converted_files\Speeches-JJDS9b-jjd1543_bhl-3c21e44f.pdf | \converted_files\Speeches-JJDS9b-jjd1543_bhl-d4e5b053.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2110,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Women of Color intro",,"Duderstadt, James J.",,1/10/1996 0:00,2015,1/10/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1562.doc | \9811_0001\data\Speeches\JJDS9a\jjd1562.pdf | \converted_files\Speeches-JJDS9a-jjd1562_bhl-6cee6961.docx | \converted_files\Speeches-JJDS9a-jjd1562_bhl-f5dcf347.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2111,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Wiesner Conference",,"Duderstadt, James J.",,2/25/1996 0:00,2015,2/25/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1561.doc | \9811_0001\data\Speeches\JJDS9a\jjd1561.pdf | \converted_files\Speeches-JJDS9a-jjd1561_bhl-46a6afbc.docx | \converted_files\Speeches-JJDS9a-jjd1561_bhl-bd5726f2.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2112,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Wiesner",,"Duderstadt, James J.",,2/26/1996 0:00,2015,2/26/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1560.doc | \9811_0001\data\Speeches\JJDS9a\jjd1560.pdf | \converted_files\Speeches-JJDS9a-jjd1560_bhl-733e1887.pdf | \converted_files\Speeches-JJDS9a-jjd1560_bhl-92db3355.docx,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2113,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Operating Manual 1.0",,"Duderstadt, James J.",,4/7/1996 0:00,2015,4/7/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1469.doc | \9811_0001\data\Speeches\JJDS9a\jjd1469.pdf | \converted_files\Speeches-JJDS9a-jjd1469_bhl-4ff5d232.docx | \converted_files\Speeches-JJDS9a-jjd1469_bhl-6b19463b.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2131,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Senate Test Text",,"Duderstadt, James J.",,2/14/1996 0:00,2015,2/14/1996 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1548.doc | \9811_0001\data\Speeches\JJDS9a\jjd1548.pdf | \converted_files\Speeches-JJDS9a-jjd1548_bhl-51b66ae6.docx | \converted_files\Speeches-JJDS9a-jjd1548_bhl-c1aeca27.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2135,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - SAC-2",,"Duderstadt, James J.",,6/8/1996 0:00,2015,6/8/1996 0:00,\9811_0001\data\Speeches\JJDS9b\jjd1544.doc | \9811_0001\data\Speeches\JJDS9b\jjd1544.pdf | \converted_files\Speeches-JJDS9b-jjd1544_bhl-163afbcc.docx | \converted_files\Speeches-JJDS9b-jjd1544_bhl-fc98076c.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_2141,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1995-1996 Speeches - Research U Speech",,"Duderstadt, James J.",,12/31/1995 0:00,2015,12/31/1995 0:00,\9811_0001\data\Speeches\JJDS9a\jjd1542.doc | \9811_0001\data\Speeches\JJDS9a\jjd1542.pdf | \converted_files\Speeches-JJDS9a-jjd1542_bhl-11fd85a8.docx | \converted_files\Speeches-JJDS9a-jjd1542_bhl-1d0d0161.pdf,Preservation version 1 | Preservation version 2 | Subsequent preservation version 1 | Subsequent preservation version 2,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0006,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Alumni Major Gifts",,"Duderstadt, James J.",,undated,2015,undated,\9811_0001\data\original-records\1989-1990 Speeches\Alumni Major Gifts|\9811_0001\data\original-records\1989-1990 Speeches\Alumni Major Gifts_bhl-20c3ae91.pdf,Original file|Preservation copy ,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0013,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Automotive_",,"Duderstadt, James J.",,undated,2015,undated,\9811_0001\data\original-records\1989-1990 Speeches\Automotive_|\9811_0001\data\original-records\1989-1990 Speeches\Automotive__bhl-1ce64103.pdf,Original file|Preservation copy ,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0014,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - BAM Symposium_",,"Duderstadt, James J.",,undated,2015,undated,\9811_0001\data\original-records\1989-1990 Speeches\BAM Symposium_|\9811_0001\data\original-records\1989-1990 Speeches\BAM Symposium__bhl-5e04ccd3.pdf,Original file|Preservation copy ,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0018,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Bo’s Farewells",,"Duderstadt, James J.",,undated,2015,undated,\9811_0001\data\original-records\1989-1990 Speeches\Bo’s Farewells|\9811_0001\data\original-records\1989-1990 Speeches\Bo's Farewells_bhl-a9868cb6.pdf,Original file|Preservation copy ,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0021,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Campaign--11_3_89",,"Duderstadt, James J.",,undated,2015,undated,\9811_0001\data\original-records\1989-1990 Speeches\Campaign--11_3_89|\9811_0001\data\original-records\1989-1990 Speeches\Campaign--11_3_89_bhl-ef0d6058.pdf,Original file|Preservation copy ,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
